id,district_id,date,statement_frequency
1029,26,1996-06-25,monthly
1030,57,1995-11-12,monthly
1031,74,1995-06-20,monthly
1032,11,1993-04-26,monthly
1033,32,1997-08-05,monthly
1034,73,1997-04-04,monthly
1035,73,1997-04-18,monthly
1036,11,1996-01-18,monthly
1037,1,1997-02-18,monthly
1038,64,1995-04-20,monthly
1040,19,1996-05-18,monthly
1042,43,1994-04-03,monthly
1043,1,1997-08-13,monthly
1044,14,1995-11-09,monthly
1045,3,1996-05-09,monthly
1046,1,1995-04-14,monthly
1047,46,1994-06-13,monthly
1048,35,1993-05-05,monthly
1049,18,1997-12-04,monthly
1051,35,1993-10-21,monthly
1052,61,1993-09-27,monthly
1053,57,1994-05-25,monthly
1054,10,1993-02-19,monthly
1055,29,1996-12-12,monthly
1057,13,1993-08-23,monthly
1058,47,1996-06-11,monthly
1059,8,1995-05-30,monthly
1060,6,1996-10-20,monthly
1061,44,1997-10-17,monthly
1062,6,1993-07-11,monthly
1063,68,1996-09-19,monthly
1064,70,1997-09-29,monthly
1065,72,1993-03-27,monthly
1067,34,1996-09-10,monthly
1068,52,1997-02-15,monthly
1069,70,1993-07-24,monthly
1070,62,1996-04-23,monthly
1072,65,1997-12-09,monthly
1073,73,1994-02-27,monthly
1074,59,1996-05-16,monthly
1075,35,1995-07-13,monthly
1076,1,1994-10-30,monthly
1077,14,1993-03-03,monthly
1078,1,1996-07-12,monthly
1079,74,1993-09-14,monthly
1080,55,1993-12-27,monthly
1081,64,1996-12-21,monthly
1082,2,1996-06-08,monthly
1083,45,1996-12-06,monthly
1085,42,1997-09-11,monthly
1086,37,1996-06-17,monthly
1087,55,1996-06-26,monthly
1088,32,1993-12-19,monthly
1089,74,1995-10-10,monthly
1090,69,1996-10-19,monthly
1091,16,1993-09-09,monthly
1092,41,1995-06-06,monthly
1093,54,1996-01-14,monthly
1094,35,1996-07-10,monthly
1095,54,1997-06-18,monthly
1096,34,1997-03-03,monthly
1097,67,1996-06-22,monthly
1098,47,1993-12-28,monthly
1100,35,1996-09-23,monthly
1101,4,1997-09-22,monthly
1102,70,1996-02-19,monthly
1103,66,1995-07-09,monthly
1104,39,1995-12-07,monthly
1105,55,1994-09-01,monthly
1107,42,1993-09-08,monthly
1108,26,1995-03-09,monthly
1109,66,1994-10-27,monthly
1110,54,1997-07-10,monthly
1111,5,1996-02-16,monthly
1112,48,1995-02-03,monthly
1113,8,1996-09-23,monthly
1115,34,1993-03-27,monthly
1116,1,1993-07-20,monthly
1117,68,1996-08-29,monthly
1118,48,1993-07-04,monthly
1120,1,1993-10-05,monthly
1121,32,1996-04-17,monthly
1122,13,1995-08-12,monthly
1123,13,1993-11-01,monthly
1124,26,1996-06-02,monthly
1126,56,1993-03-08,monthly
1127,27,1993-01-27,monthly
1128,74,1993-11-21,monthly
1129,35,1995-03-03,monthly
1130,1,1997-05-11,monthly
1133,1,1993-11-01,monthly
1134,6,1993-02-09,monthly
1135,1,1995-07-17,monthly
1136,12,1993-08-07,monthly
1137,60,1995-12-19,monthly
1138,41,1997-04-07,monthly
1140,49,1997-11-07,monthly
1141,28,1997-02-16,monthly
1142,74,1995-10-19,monthly
1144,59,1993-01-28,monthly
1145,31,1993-07-03,monthly
1146,67,1993-09-12,monthly
1147,44,1993-04-10,monthly
1149,18,1995-09-07,monthly
1150,29,1997-10-08,monthly
1151,40,1995-06-23,monthly
1152,45,1993-04-15,monthly
1153,35,1993-12-29,monthly
1155,43,1996-10-04,monthly
1156,59,1997-12-09,monthly
1157,7,1993-03-27,monthly
1158,50,1994-04-03,monthly
1159,49,1994-02-09,monthly
1161,66,1993-05-08,monthly
1164,35,1994-01-14,monthly
1165,44,1997-03-23,monthly
1166,11,1993-04-21,monthly
1168,29,1994-11-03,monthly
1170,25,1996-03-26,monthly
1171,18,1997-12-20,monthly
1172,6,1997-10-25,monthly
1173,11,1996-09-22,monthly
1174,70,1995-03-21,monthly
1176,19,1996-10-24,monthly
1177,27,1997-12-20,monthly
1178,41,1997-05-04,monthly
1179,74,1993-01-23,monthly
1180,20,1993-05-19,monthly
1181,69,1997-08-20,monthly
1182,8,1997-02-11,monthly
1183,12,1995-05-08,monthly
1184,14,1994-05-06,monthly
1185,12,1997-06-07,monthly
1186,64,1997-12-17,monthly
1187,55,1996-07-28,monthly
1188,16,1996-07-22,monthly
1189,59,1993-03-19,monthly
1190,52,1996-09-09,monthly
1192,29,1996-05-02,monthly
1193,29,1994-01-05,monthly
1194,1,1994-04-15,monthly
1195,42,1996-12-27,monthly
1196,29,1996-01-16,monthly
1197,68,1993-09-07,monthly
1198,70,1997-04-20,monthly
1199,50,1997-03-18,monthly
1200,33,1993-05-07,monthly
1201,61,1993-07-23,monthly
1203,72,1995-08-09,monthly
1204,29,1993-12-03,monthly
1205,73,1994-10-08,monthly
1206,70,1995-10-21,monthly
1207,67,1993-06-08,monthly
1208,4,1997-11-09,monthly
1209,23,1997-10-23,monthly
1210,28,1996-05-21,monthly
1211,49,1996-08-09,monthly
1212,70,1995-12-18,monthly
1213,36,1996-05-08,monthly
1214,39,1997-01-19,monthly
1215,65,1997-03-04,monthly
1216,77,1996-03-01,monthly
1217,69,1993-10-25,monthly
1218,1,1996-12-12,monthly
1219,1,1996-06-08,monthly
1220,1,1995-07-15,monthly
1221,45,1997-01-02,monthly
1222,66,1993-01-20,monthly
1223,70,1996-08-10,monthly
1225,4,1993-12-14,monthly
1226,1,1996-10-23,monthly
1227,69,1996-01-13,monthly
1228,62,1995-04-09,monthly
1229,46,1997-12-10,monthly
1230,1,1997-05-03,monthly
1231,7,1994-01-18,monthly
1232,48,1996-07-06,monthly
1233,31,1996-02-08,monthly
1234,6,1993-09-13,monthly
1235,76,1993-11-23,monthly
1236,19,1993-05-05,monthly
1237,9,1994-03-13,monthly
1238,1,1995-10-29,monthly
1239,1,1993-04-10,monthly
1240,1,1997-09-11,monthly
1241,53,1996-07-02,monthly
1243,1,1996-01-07,monthly
1244,68,1996-05-08,monthly
1245,68,1997-11-12,monthly
1246,58,1994-08-18,monthly
1247,25,1993-06-08,monthly
1248,22,1995-04-29,monthly
1249,67,1995-03-30,monthly
1250,62,1996-03-28,monthly
1253,5,1997-04-13,monthly
1254,74,1995-03-28,monthly
1255,68,1997-07-02,monthly
1256,38,1994-04-21,monthly
1257,66,1995-10-11,monthly
1258,3,1996-09-01,monthly
1259,72,1997-04-12,monthly
1260,5,1996-11-17,monthly
1261,52,1995-03-18,monthly
1262,29,1997-01-19,monthly
1264,1,1997-02-16,monthly
1265,49,1996-02-25,monthly
1266,57,1996-07-01,monthly
1267,43,1996-08-05,monthly
1268,74,1993-07-25,monthly
1269,52,1994-03-28,monthly
1271,17,1996-06-18,monthly
1273,37,1994-03-25,monthly
1275,32,1996-06-26,monthly
1276,36,1993-01-07,monthly
1277,31,1993-06-20,monthly
1279,28,1997-10-13,monthly
1280,70,1995-05-03,monthly
1281,8,1997-04-14,monthly
1284,55,1997-07-02,monthly
1285,65,1993-06-04,monthly
1287,35,1995-03-04,monthly
1288,11,1993-11-27,monthly
1289,72,1996-07-07,monthly
1291,1,1994-07-04,monthly
1292,3,1994-09-03,monthly
1293,40,1996-09-03,monthly
1294,71,1994-11-27,monthly
1295,15,1994-10-28,monthly
1296,50,1996-12-02,monthly
1297,70,1993-07-27,monthly
1298,7,1996-01-20,monthly
1299,1,1993-06-21,monthly
1301,18,1994-09-15,monthly
1302,55,1993-11-21,monthly
1303,23,1997-09-08,monthly
1304,40,1996-04-27,monthly
1305,57,1993-08-25,monthly
1306,1,1995-03-22,monthly
1307,56,1994-12-05,monthly
1308,54,1996-09-25,monthly
1309,1,1995-04-15,monthly
1310,1,1996-02-22,monthly
1311,60,1996-01-03,monthly
1312,23,1994-10-15,monthly
1313,45,1997-10-01,monthly
1314,48,1993-12-03,monthly
1315,13,1995-04-17,monthly
1316,42,1996-12-13,monthly
1317,56,1994-02-18,monthly
1318,56,1997-12-22,monthly
1320,58,1996-11-18,monthly
1321,60,1997-03-27,monthly
1322,17,1993-07-05,monthly
1323,43,1996-05-20,monthly
1324,42,1996-11-05,monthly
1325,26,1996-08-08,monthly
1326,52,1996-11-11,monthly
1327,65,1994-08-24,monthly
1328,8,1996-05-04,monthly
1329,53,1996-09-16,monthly
1330,68,1996-10-22,monthly
1331,59,1995-01-03,monthly
1332,59,1993-03-25,monthly
1333,21,1994-09-29,monthly
1334,74,1993-05-14,monthly
1335,54,1995-09-21,monthly
1336,5,1997-02-26,monthly
1337,23,1993-09-01,monthly
1338,74,1993-01-11,monthly
1339,76,1997-07-06,monthly
1340,52,1997-10-28,monthly
1341,36,1995-11-21,monthly
1342,9,1997-10-09,monthly
1345,28,1993-10-19,monthly
1346,74,1997-07-01,monthly
1347,8,1996-11-24,monthly
1348,55,1997-11-12,monthly
1349,75,1996-03-05,monthly
1351,40,1996-03-29,monthly
1352,1,1994-09-23,monthly
1353,51,1994-04-21,monthly
1354,31,1997-06-21,monthly
1355,1,1997-08-16,monthly
1356,39,1997-02-01,monthly
1357,56,1995-11-20,monthly
1358,39,1996-04-21,monthly
1359,8,1993-12-02,monthly
1360,71,1994-08-14,monthly
1361,46,1996-12-09,monthly
1362,1,1996-12-19,monthly
1363,11,1997-03-23,monthly
1365,42,1996-03-15,monthly
1366,60,1993-02-24,monthly
1367,74,1996-08-20,monthly
1368,22,1996-12-12,monthly
1369,32,1996-03-23,monthly
1370,52,1996-09-25,monthly
1371,1,1994-04-27,monthly
1372,1,1993-03-16,monthly
1373,47,1993-06-12,monthly
1374,53,1996-09-26,monthly
1375,19,1994-04-27,monthly
1376,64,1995-09-20,monthly
1377,1,1996-09-25,monthly
1378,59,1993-03-04,monthly
1379,47,1997-10-01,monthly
1380,53,1996-02-19,monthly
1381,57,1993-11-01,monthly
1382,48,1993-08-03,monthly
1383,11,1996-04-15,monthly
1385,53,1997-05-08,monthly
1387,67,1997-01-01,monthly
1388,29,1994-05-02,monthly
1389,34,1997-08-05,monthly
1390,69,1996-12-30,monthly
1391,15,1996-12-21,monthly
1392,60,1993-04-28,monthly
1393,1,1996-11-24,monthly
1394,32,1994-12-27,monthly
1395,1,1995-11-21,monthly
1396,46,1996-06-26,monthly
1397,17,1993-03-22,monthly
1398,62,1994-08-18,monthly
1399,45,1996-05-20,monthly
1401,1,1993-08-12,monthly
1402,74,1993-03-26,monthly
1403,17,1995-11-02,monthly
1405,53,1996-06-04,monthly
1406,50,1994-03-04,monthly
1408,10,1996-09-07,monthly
1410,74,1993-09-11,monthly
1411,54,1993-07-09,monthly
1412,64,1993-05-18,monthly
1413,65,1995-06-07,monthly
1414,58,1995-01-17,monthly
1417,75,1994-12-20,monthly
1418,35,1997-02-09,monthly
1419,33,1993-12-22,monthly
1420,68,1995-06-08,monthly
1421,71,1994-10-05,monthly
1422,68,1993-04-09,monthly
1423,76,1995-09-08,monthly
1424,32,1997-05-20,monthly
1425,76,1993-07-06,monthly
1426,40,1995-10-27,monthly
1427,17,1995-10-08,monthly
1429,57,1993-07-30,monthly
1430,26,1997-02-13,monthly
1431,41,1996-06-11,monthly
1432,27,1997-07-19,monthly
1434,70,1997-08-08,monthly
1435,1,1996-12-01,monthly
1436,3,1994-12-07,monthly
1437,50,1995-01-13,monthly
1439,11,1996-01-27,monthly
1440,55,1993-09-22,monthly
1441,50,1994-10-25,monthly
1442,23,1993-05-23,monthly
1443,54,1997-09-27,monthly
1444,70,1996-06-16,monthly
1445,60,1996-03-16,monthly
1446,57,1995-01-18,monthly
1447,65,1997-02-20,monthly
1448,1,1995-10-07,monthly
1449,35,1993-08-26,monthly
1450,63,1996-04-07,monthly
1451,64,1993-06-24,monthly
1452,45,1995-09-16,monthly
1454,46,1997-07-25,monthly
1455,66,1996-01-03,monthly
1456,9,1996-04-12,monthly
1458,29,1994-01-03,monthly
1459,12,1997-03-26,monthly
1460,54,1996-11-29,monthly
1461,73,1996-04-07,monthly
1463,32,1996-09-25,monthly
1464,73,1996-10-21,monthly
1465,30,1995-06-08,monthly
1467,37,1994-04-27,monthly
1468,54,1993-10-11,monthly
1469,67,1995-12-15,monthly
1470,19,1994-02-10,monthly
1471,1,1996-07-21,monthly
1472,2,1995-07-20,monthly
1473,39,1996-04-16,monthly
1474,63,1996-09-14,monthly
1476,61,1993-04-26,monthly
1477,1,1993-02-08,monthly
1478,5,1996-10-30,monthly
1479,54,1995-04-04,monthly
1481,15,1993-01-17,monthly
1482,38,1996-12-08,monthly
1483,10,1996-01-09,monthly
1484,70,1996-09-23,monthly
1485,36,1993-10-03,monthly
1486,63,1996-01-15,monthly
1487,66,1993-09-10,monthly
1488,25,1997-04-29,monthly
1490,5,1996-07-25,monthly
1491,47,1997-06-11,monthly
1492,24,1996-10-17,monthly
1493,41,1993-01-09,monthly
1494,1,1997-10-08,monthly
1495,36,1993-11-01,monthly
1496,57,1995-02-05,monthly
1497,1,1993-07-16,monthly
1499,47,1993-11-28,monthly
1500,43,1996-10-01,monthly
1501,50,1996-08-11,monthly
1502,1,1996-10-02,monthly
1503,71,1996-04-10,monthly
1504,1,1996-08-26,monthly
1505,69,1993-04-23,monthly
1506,51,1997-10-13,monthly
1507,35,1993-08-03,monthly
1508,69,1996-01-22,monthly
1509,51,1994-05-19,monthly
1510,33,1996-03-11,monthly
1512,1,1994-01-08,monthly
1513,30,1993-08-23,monthly
1514,7,1997-07-01,monthly
1515,11,1993-06-11,monthly
1516,67,1993-10-08,monthly
1517,5,1996-08-24,monthly
1518,67,1993-04-21,monthly
1519,9,1995-06-14,monthly
1520,48,1995-08-08,monthly
1521,74,1996-04-04,monthly
1522,48,1997-08-02,monthly
1524,6,1997-02-20,monthly
1525,57,1996-09-05,monthly
1526,52,1995-01-22,monthly
1528,50,1996-06-08,monthly
1529,1,1996-04-28,monthly
1530,70,1995-05-27,monthly
1532,54,1996-09-19,monthly
1534,1,1993-05-24,monthly
1535,46,1993-03-20,monthly
1537,54,1997-06-06,monthly
1538,22,1996-09-20,monthly
1540,1,1995-03-29,monthly
1541,60,1996-10-18,monthly
1542,1,1996-04-25,monthly
1543,1,1996-04-14,monthly
1544,69,1993-07-14,monthly
1545,1,1993-03-08,monthly
1546,15,1996-11-20,monthly
1547,72,1993-09-14,monthly
1548,47,1995-01-27,monthly
1549,21,1996-11-21,monthly
1550,1,1996-04-15,monthly
1551,72,1997-06-18,monthly
1552,18,1994-01-02,monthly
1553,59,1996-12-21,monthly
1554,47,1994-11-15,monthly
1555,34,1996-11-10,monthly
1556,54,1996-09-15,monthly
1557,66,1996-12-13,monthly
1558,32,1996-10-06,monthly
1559,14,1994-10-08,monthly
1560,62,1997-04-14,monthly
1561,66,1995-04-01,monthly
1562,1,1995-08-30,monthly
1563,47,1996-08-14,monthly
1564,48,1996-03-05,monthly
1565,36,1993-10-20,monthly
1566,73,1993-07-07,monthly
1567,10,1997-08-19,monthly
1568,23,1995-07-15,monthly
1570,1,1994-03-12,monthly
1571,66,1996-07-29,monthly
1572,72,1997-10-21,monthly
1573,63,1997-12-29,monthly
1574,75,1997-05-28,monthly
1575,1,1993-02-27,monthly
1577,67,1996-10-16,monthly
1578,48,1994-12-01,monthly
1579,57,1994-08-09,monthly
1580,69,1996-01-08,monthly
1581,39,1995-10-12,monthly
1582,28,1996-05-01,monthly
1584,30,1993-05-27,monthly
1585,42,1996-02-23,monthly
1586,1,1996-10-03,monthly
1587,1,1996-12-11,monthly
1588,67,1993-12-11,monthly
1589,37,1993-08-07,monthly
1590,77,1995-04-07,monthly
1591,65,1996-01-10,monthly
1592,38,1994-08-18,monthly
1593,16,1996-08-22,monthly
1594,15,1997-04-06,monthly
1596,70,1997-10-05,monthly
1597,68,1995-07-04,monthly
1598,15,1997-04-12,monthly
1599,57,1995-11-10,monthly
1600,1,1996-09-13,monthly
1601,10,1993-02-09,monthly
1602,33,1993-09-19,monthly
1603,1,1993-05-09,monthly
1604,54,1993-12-16,monthly
1605,72,1993-12-16,monthly
1606,23,1996-03-07,monthly
1607,71,1996-04-20,monthly
1608,26,1997-10-08,monthly
1609,41,1996-07-05,monthly
1610,52,1993-05-17,monthly
1611,69,1996-02-11,monthly
1612,66,1996-02-12,monthly
1613,1,1995-09-13,monthly
1614,63,1996-05-07,monthly
1615,1,1997-10-20,monthly
1616,22,1997-02-07,monthly
1617,45,1993-06-01,monthly
1618,6,1996-12-18,monthly
1619,38,1997-02-24,monthly
1620,17,1995-06-08,monthly
1621,75,1993-12-01,monthly
1622,19,1996-04-12,monthly
1623,1,1996-02-04,monthly
1624,53,1996-04-22,monthly
1625,1,1995-01-17,monthly
1626,3,1994-03-15,monthly
1627,1,1994-01-20,monthly
1628,60,1993-01-10,monthly
1629,10,1995-11-02,monthly
1630,72,1993-07-28,monthly
1631,10,1996-09-27,monthly
1633,51,1995-02-22,monthly
1634,77,1994-06-04,monthly
1635,19,1993-12-29,monthly
1636,53,1997-04-08,monthly
1637,1,1993-01-08,monthly
1640,13,1995-09-01,monthly
1641,50,1996-04-22,monthly
1642,64,1995-05-27,monthly
1644,1,1993-05-09,monthly
1645,50,1996-10-16,monthly
1647,1,1997-07-09,monthly
1648,40,1997-08-08,monthly
1649,46,1993-01-26,monthly
1650,39,1997-12-06,monthly
1651,34,1997-01-23,monthly
1652,74,1993-05-20,monthly
1653,1,1994-09-19,monthly
1654,30,1996-08-05,monthly
1655,41,1996-04-15,monthly
1656,47,1997-02-01,monthly
1657,12,1997-11-04,monthly
1658,73,1993-05-10,monthly
1659,46,1996-12-25,monthly
1660,1,1995-09-22,monthly
1662,1,1997-08-11,monthly
1663,55,1996-11-02,monthly
1664,56,1993-11-15,monthly
1665,73,1997-04-15,monthly
1666,67,1993-10-30,monthly
1667,56,1996-08-18,monthly
1668,62,1997-03-07,monthly
1669,39,1996-09-19,monthly
1670,12,1996-01-02,monthly
1671,6,1993-05-05,monthly
1672,5,1996-05-08,monthly
1673,53,1993-12-08,monthly
1674,1,1995-09-15,monthly
1675,36,1993-02-01,monthly
1677,69,1997-01-08,monthly
1678,1,1993-02-22,monthly
1679,68,1996-09-05,monthly
1680,59,1993-12-10,monthly
1681,68,1997-07-11,monthly
1682,49,1995-12-22,monthly
1683,77,1996-11-01,monthly
1685,28,1995-12-13,monthly
1686,11,1993-11-18,monthly
1687,23,1997-04-18,monthly
1688,70,1993-02-27,monthly
1689,55,1993-09-07,monthly
1690,16,1995-10-07,monthly
1691,48,1995-11-08,monthly
1692,56,1995-03-29,monthly
1695,76,1993-01-03,monthly
1696,43,1995-06-09,monthly
1697,63,1997-05-17,monthly
1698,68,1996-03-14,monthly
1699,53,1993-01-14,monthly
1700,64,1995-11-18,monthly
1701,1,1993-08-10,monthly
1702,56,1995-02-27,monthly
1703,72,1997-11-02,monthly
1704,70,1995-09-22,monthly
1705,70,1993-09-15,monthly
1706,1,1995-01-05,monthly
1707,75,1997-01-13,monthly
1708,22,1994-11-21,monthly
1709,24,1996-04-23,monthly
1710,74,1997-05-25,monthly
1711,63,1996-01-05,monthly
1712,44,1996-11-25,monthly
1713,43,1993-03-03,monthly
1714,72,1994-09-08,monthly
1715,60,1996-05-26,monthly
1716,46,1996-05-02,monthly
1717,67,1997-12-02,monthly
1718,71,1997-09-23,monthly
1719,1,1993-09-06,monthly
1720,35,1995-05-16,monthly
1721,68,1993-03-25,monthly
1722,32,1996-03-11,monthly
1723,70,1997-11-04,monthly
1724,48,1997-06-07,monthly
1726,48,1993-01-03,monthly
1727,9,1997-10-11,monthly
1728,74,1995-06-23,monthly
1729,53,1997-09-08,monthly
1730,1,1993-01-09,monthly
1731,33,1993-01-14,monthly
1732,51,1996-02-20,monthly
1733,18,1996-04-20,monthly
1734,37,1997-04-10,monthly
1735,42,1996-12-04,monthly
1736,74,1997-02-26,monthly
1737,77,1996-02-13,monthly
1738,15,1996-08-06,monthly
1739,3,1996-07-08,monthly
1740,57,1997-03-13,monthly
1741,21,1995-05-10,monthly
1742,68,1995-10-08,monthly
1743,51,1993-06-04,monthly
1744,76,1996-02-07,monthly
1745,53,1996-10-19,monthly
1746,1,1997-03-11,monthly
1747,30,1997-08-14,monthly
1749,64,1995-10-14,monthly
1750,1,1993-01-26,monthly
1751,53,1996-10-04,monthly
1752,68,1996-05-08,monthly
1753,71,1997-06-14,monthly
1754,52,1996-12-01,monthly
1756,38,1995-10-26,monthly
1757,75,1995-03-27,monthly
1758,21,1996-07-08,monthly
1759,39,1996-01-25,monthly
1760,53,1995-11-11,monthly
1761,24,1993-08-24,monthly
1762,28,1993-12-11,monthly
1763,73,1996-03-06,monthly
1764,68,1997-09-04,monthly
1765,18,1996-07-21,monthly
1766,28,1994-09-03,monthly
1767,21,1993-10-20,monthly
1768,15,1993-12-20,monthly
1769,39,1995-01-25,monthly
1770,65,1994-02-08,monthly
1771,69,1993-03-28,monthly
1773,33,1993-04-19,monthly
1774,61,1996-09-10,monthly
1775,17,1993-02-27,monthly
1776,36,1997-07-27,monthly
1777,60,1996-10-10,monthly
1778,15,1995-02-25,monthly
1779,33,1993-08-15,monthly
1780,1,1993-04-02,monthly
1781,10,1996-06-23,monthly
1782,8,1993-05-12,monthly
1783,70,1997-09-11,monthly
1784,59,1993-05-08,monthly
1785,52,1996-10-25,monthly
1786,1,1993-05-25,monthly
1788,1,1994-01-04,monthly
1789,46,1993-10-23,monthly
1790,70,1997-09-08,monthly
1791,1,1996-02-03,monthly
1792,7,1993-12-16,monthly
1793,56,1995-06-10,monthly
1794,74,1997-07-23,monthly
1795,53,1997-08-21,monthly
1796,18,1995-10-14,monthly
1797,24,1994-08-01,monthly
1798,46,1997-11-28,monthly
1799,9,1996-09-13,monthly
1800,51,1996-03-14,monthly
1801,46,1993-02-13,monthly
1802,75,1995-03-10,monthly
1803,24,1995-07-29,monthly
1805,1,1993-02-02,monthly
1806,40,1993-01-19,monthly
1807,21,1997-10-15,monthly
1808,28,1997-05-16,monthly
1810,50,1995-09-03,monthly
1811,40,1993-09-22,monthly
1812,31,1996-10-08,monthly
1813,47,1994-02-11,monthly
1814,17,1997-09-23,monthly
1815,66,1993-04-17,monthly
1816,44,1993-10-08,monthly
1817,10,1996-12-16,monthly
1818,54,1997-02-25,monthly
1820,10,1994-04-22,monthly
1821,70,1995-04-07,monthly
1822,30,1993-05-05,monthly
1823,3,1996-09-28,monthly
1824,52,1994-01-17,monthly
1825,3,1995-12-05,monthly
1826,5,1994-05-22,monthly
1827,10,1993-09-06,monthly
1828,1,1994-09-28,monthly
1829,43,1993-02-27,monthly
1830,10,1993-02-08,monthly
1831,1,1993-09-21,monthly
1832,70,1996-04-01,monthly
1833,54,1997-11-15,monthly
1834,62,1993-08-03,monthly
1835,74,1994-12-24,monthly
1836,42,1996-02-15,monthly
1837,23,1993-06-24,monthly
1838,68,1994-05-26,monthly
1839,5,1997-06-22,monthly
1840,21,1997-01-22,monthly
1841,36,1997-06-12,monthly
1843,12,1993-01-30,monthly
1844,44,1993-01-06,monthly
1845,47,1997-08-20,monthly
1846,6,1995-06-17,monthly
1847,47,1996-04-04,monthly
1848,1,1994-08-04,monthly
1851,55,1993-05-23,monthly
1852,35,1993-07-05,monthly
1853,7,1997-01-29,monthly
1854,32,1997-02-02,monthly
1855,34,1996-10-27,monthly
1856,26,1994-06-19,monthly
1857,37,1997-08-18,monthly
1858,72,1995-02-18,monthly
1859,50,1996-02-02,monthly
1860,70,1997-01-02,monthly
1861,54,1993-07-02,monthly
1863,62,1997-04-01,monthly
1865,1,1994-05-04,monthly
1866,4,1997-11-17,monthly
1867,52,1995-11-15,monthly
1869,1,1996-06-14,monthly
1870,10,1994-06-25,monthly
1871,48,1994-05-10,monthly
1872,61,1997-09-17,monthly
1874,9,1993-03-27,monthly
1875,44,1993-08-21,monthly
1876,1,1997-09-20,monthly
1877,76,1993-12-13,monthly
1879,10,1994-05-13,monthly
1880,76,1994-02-25,monthly
1881,60,1997-08-17,monthly
1882,1,1993-12-21,monthly
1884,54,1996-12-24,monthly
1885,47,1996-08-13,monthly
1886,32,1996-03-05,monthly
1887,68,1993-05-09,monthly
1888,6,1996-10-21,monthly
1889,59,1995-02-06,monthly
1891,32,1993-04-10,monthly
1892,28,1993-07-13,monthly
1893,48,1996-07-20,monthly
1894,6,1996-08-29,monthly
1895,35,1996-07-12,monthly
1896,74,1993-10-05,monthly
1898,70,1993-04-01,monthly
1899,26,1996-11-05,monthly
1900,27,1996-07-27,monthly
1901,15,1995-12-01,monthly
1903,11,1996-07-05,monthly
1904,70,1996-05-18,monthly
1905,34,1996-05-25,monthly
1906,1,1996-08-01,monthly
1907,1,1997-03-25,monthly
1908,20,1994-09-13,monthly
1909,14,1993-01-12,monthly
1910,60,1996-09-06,monthly
1911,68,1994-08-21,monthly
1912,64,1993-08-15,monthly
1913,48,1996-06-06,monthly
1914,27,1995-01-24,monthly
1915,2,1997-04-14,monthly
1916,72,1996-02-16,monthly
1917,73,1995-12-13,monthly
1918,24,1994-04-10,monthly
1919,18,1994-12-04,monthly
1920,40,1996-04-08,monthly
1921,42,1997-06-27,monthly
1922,60,1996-02-09,monthly
1924,66,1996-05-16,monthly
1925,12,1993-08-03,monthly
1926,37,1993-01-06,monthly
1927,42,1995-08-04,monthly
1928,70,1997-03-02,monthly
1929,1,1997-07-06,monthly
1930,3,1993-06-27,monthly
1931,20,1993-11-23,monthly
1932,35,1996-04-03,monthly
1933,35,1997-04-04,monthly
1934,46,1994-10-05,monthly
1935,38,1996-08-15,monthly
1936,70,1995-07-18,monthly
1937,36,1993-05-18,monthly
1938,1,1994-06-25,monthly
1940,52,1993-12-22,monthly
1941,60,1993-11-15,monthly
1943,9,1996-11-26,monthly
1944,72,1993-02-12,monthly
1945,56,1995-11-09,monthly
1946,46,1997-09-16,monthly
1947,35,1993-11-12,monthly
1948,64,1996-04-08,monthly
1949,41,1994-05-04,monthly
1950,70,1997-08-01,monthly
1951,23,1997-08-07,monthly
1952,70,1993-11-28,monthly
1954,72,1996-06-05,monthly
1955,49,1995-01-07,monthly
1956,63,1997-05-23,monthly
1957,33,1996-09-18,monthly
1958,40,1994-10-24,monthly
1959,62,1993-12-24,monthly
1960,31,1997-12-04,monthly
1961,13,1995-08-30,monthly
1962,77,1996-02-24,monthly
1963,42,1996-02-03,monthly
1964,25,1996-02-12,monthly
1966,27,1993-02-12,monthly
1969,5,1994-04-02,monthly
1970,8,1993-12-08,monthly
1971,41,1995-08-04,monthly
1972,77,1993-01-02,monthly
1973,71,1996-06-05,monthly
1974,42,1995-06-01,monthly
1975,19,1994-09-07,monthly
1976,26,1997-03-25,monthly
1977,41,1996-02-03,monthly
1979,26,1993-01-11,monthly
1980,49,1996-03-16,monthly
1981,64,1993-10-08,monthly
1982,6,1997-05-08,monthly
1983,54,1997-12-25,monthly
1984,73,1993-11-07,monthly
1985,20,1996-07-29,monthly
1986,46,1995-04-04,monthly
1987,54,1994-03-17,monthly
1988,72,1996-12-30,monthly
1989,48,1994-09-21,monthly
1990,1,1993-06-09,monthly
1991,1,1996-11-16,monthly
1992,48,1997-09-27,monthly
1993,68,1994-10-30,monthly
1994,42,1995-07-19,monthly
1995,54,1997-07-18,monthly
1997,74,1996-09-05,monthly
1998,1,1993-06-17,monthly
1999,70,1993-06-06,monthly
2000,5,1997-08-06,monthly
2001,75,1994-05-19,monthly
2002,1,1993-04-08,monthly
2003,32,1995-11-27,monthly
2004,42,1996-08-04,monthly
2005,16,1997-05-11,monthly
2006,25,1997-06-16,monthly
2007,45,1997-09-29,monthly
2008,52,1993-04-16,monthly
2009,17,1994-04-14,monthly
2010,1,1993-12-27,monthly
2011,75,1993-03-25,monthly
2012,4,1996-04-08,monthly
2013,54,1996-08-15,monthly
2015,68,1995-11-25,monthly
2016,1,1997-02-23,monthly
2017,54,1996-02-21,monthly
