id,account_id,date,amount,payments,24_A,12_B,12_A,60_D,48_C,36_D,36_C,12_C,48_A,24_C,60_C,24_B,48_D,24_D,48_B,36_A,36_B,60_B,12_D,60_A
5830,4190,1997-08-28,405780,6763,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
5836,4259,1994-08-27,79632,3318,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5837,4260,1994-06-29,244560,4076,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
5841,4268,1998-11-04,41988,3499,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
5850,4293,1997-05-22,164196,4561,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
5856,4320,1997-08-09,51360,4280,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5861,4337,1994-12-08,51408,2142,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5862,4342,1997-12-09,100128,4172,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
5865,4354,1998-10-30,327660,5461,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
5868,4361,1997-03-29,90156,7513,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5876,4413,1995-02-08,221280,4610,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5877,4414,1995-02-23,97224,4051,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5878,4415,1997-04-01,74040,6170,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5880,4423,1995-10-31,73836,2051,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
5882,4427,1994-09-26,87816,7318,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5886,4447,1996-10-31,192744,5354,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
5887,4448,1994-10-03,192744,5354,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
5889,4456,1998-02-09,321240,5354,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
5892,4462,1996-05-14,66480,2770,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-
5893,4467,1998-08-03,86184,2394,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
5895,4473,1997-01-03,93960,1566,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
5897,4476,1996-09-25,15192,633,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5900,4503,1996-01-01,135360,2820,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5906,4533,1998-05-05,81144,2254,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
5909,4550,1998-01-03,61320,1022,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
5918,4576,1994-06-04,300204,8339,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
5922,4580,1995-08-05,20220,1685,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5923,4585,1996-10-10,64656,1347,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5930,4616,1998-01-12,66696,2779,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
5931,4618,1997-03-17,66696,2779,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-
5932,4626,1997-06-18,33348,2779,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5933,4631,1997-12-13,87528,3647,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
5938,4650,1996-08-25,402000,6700,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
5940,4660,1997-05-28,106944,4456,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
5942,4681,1997-03-15,162624,3388,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5953,4715,1997-03-14,97176,4049,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
5956,4725,1997-11-04,168264,4674,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
5959,4727,1995-08-11,107640,4485,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5963,4746,1997-09-07,204780,3413,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
5970,4774,1995-07-09,465072,9689,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5973,4784,1997-11-24,219456,4572,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5976,4794,1997-12-27,465504,9698,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-
5977,4803,1997-02-25,59136,1232,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5980,4825,1995-08-18,21396,1783,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5988,4851,1996-08-22,141648,5902,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5989,4852,1996-03-04,213300,5925,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
5991,4858,1998-07-27,335184,6983,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-
5992,4863,1997-03-18,76080,6340,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5997,4894,1993-11-04,117024,4876,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5999,4907,1996-01-03,98832,2059,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6004,4937,1994-07-23,143904,5996,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6006,4948,1996-11-15,359760,5996,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6007,4949,1997-08-30,289920,6040,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6010,4969,1997-03-06,150180,2503,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6011,4981,1996-11-28,179328,3736,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6012,4994,1996-08-03,258444,7179,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6013,4995,1996-02-03,128988,3583,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6014,4999,1997-05-18,165168,4588,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6015,5001,1996-11-09,110112,4588,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6019,5033,1996-07-25,11400,950,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6027,5066,1996-02-10,61656,2569,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-
6028,5072,1997-02-09,317520,5292,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6037,5118,1997-05-04,53232,1109,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6038,5120,1994-08-10,323472,6739,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-
6043,5126,1996-01-11,20352,424,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6044,5133,1998-01-27,57060,4755,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6052,5164,1998-03-23,22356,621,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6054,5180,1998-07-16,58764,4897,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6055,5181,1997-04-28,399120,6652,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6059,5196,1997-12-28,79824,6652,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6063,5213,1996-04-25,320976,6687,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-
6064,5215,1994-08-04,14628,1219,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6066,5228,1994-07-11,173808,7242,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6072,5256,1994-05-10,193968,5388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6073,5263,1996-11-12,276300,4605,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6075,5267,1997-11-26,129312,5388,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-
6076,5269,1997-02-02,117420,1957,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6077,5270,1993-11-22,79608,3317,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6078,5283,1998-09-09,170832,3559,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6083,5305,1998-03-31,240528,5011,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6087,5313,1994-02-27,300660,5011,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6088,5317,1997-03-07,90180,2505,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6095,5358,1997-01-24,68340,1139,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6097,5362,1997-08-21,202848,4226,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6103,5385,1994-04-07,149340,2489,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6104,5395,1997-09-05,158184,4394,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6109,5422,1996-06-03,368880,6148,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6111,5428,1993-09-24,174744,7281,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-
6112,5442,1994-06-17,174744,7281,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-
6113,5445,1997-10-01,78696,2186,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6118,5477,1997-10-04,349392,7279,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6120,5481,1994-09-11,209184,4358,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-
6130,5541,1996-07-18,32640,680,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6136,5572,1998-04-19,140880,2348,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6137,5574,1996-04-10,44628,3719,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6142,5591,1997-01-21,221880,3698,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6144,5593,1996-08-09,44376,3698,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6147,5602,1997-12-28,177504,3698,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6150,5622,1994-11-02,83016,6918,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6151,5628,1995-04-25,225420,3757,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6153,5632,1995-07-25,285600,4760,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6157,5650,1995-07-10,98592,4108,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6168,5698,1998-11-21,99216,2756,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6169,5700,1995-03-16,103680,1728,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6173,5724,1997-01-08,232560,4845,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6175,5735,1996-02-21,290700,4845,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6178,5742,1995-12-16,232560,4845,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6185,5774,1995-11-28,31176,1299,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6190,5794,1996-05-06,123600,2060,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6196,5837,1997-09-14,177804,4939,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6202,5891,1994-04-18,65184,5432,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6207,5912,1998-06-23,184620,3077,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6210,5927,1994-06-06,87216,1817,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-
6215,5944,1998-06-18,78720,1640,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6216,5952,1994-09-30,141240,5885,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6223,5991,1994-11-03,61056,1272,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-
6227,6030,1995-03-04,28248,1177,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6228,6034,1993-12-01,464520,7742,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-
6229,6040,1994-10-02,11736,489,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6232,6051,1994-07-08,276660,7685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-
6234,6061,1998-05-28,5148,429,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6235,6062,1998-04-19,321360,5356,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6237,6075,1998-01-06,407952,8499,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-
6239,6083,1997-09-28,360864,7518,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-
6242,6097,1997-10-22,26208,728,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6244,6118,1995-01-08,270648,7518,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-
6249,6138,1997-07-30,67608,2817,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6253,6148,1994-11-04,59760,2490,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6254,6157,1997-12-28,247920,5165,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6255,6158,1997-02-08,247920,5165,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-
6272,6226,1994-12-20,398640,6644,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6278,6265,1997-06-10,87360,3640,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6279,6273,1994-06-07,87360,3640,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6283,6289,1996-08-11,85632,1784,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6294,6353,1995-02-12,79920,1332,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6296,6358,1996-08-06,270384,5633,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6297,6363,1994-10-25,17508,1459,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6302,6397,1996-09-16,181020,3017,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6303,6400,1996-02-12,72408,3017,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-
6306,6425,1994-12-20,36684,3057,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6309,6434,1996-11-11,110136,4589,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6310,6440,1997-06-17,34572,2881,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6312,6453,1998-05-17,10944,304,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6313,6461,1997-06-15,150912,4192,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6315,6472,1995-02-06,43164,3597,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6316,6473,1994-05-26,76908,6409,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6320,6495,1998-04-28,104964,8747,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6321,6505,1998-10-08,38496,3208,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6322,6510,1997-05-06,76992,3208,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6336,6555,1994-03-31,212400,5900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6338,6592,1997-08-24,390660,6511,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6342,6609,1995-11-12,60156,1671,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-
6346,6649,1997-05-22,100260,1671,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6350,6678,1997-07-09,294384,6133,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6353,6686,1997-12-25,116496,4854,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6354,6688,1996-10-23,22968,638,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6355,6699,1997-09-24,127200,2650,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6356,6701,1993-12-08,95400,2650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6357,6706,1998-07-12,64860,1081,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6358,6715,1995-01-14,137880,2298,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6362,6738,1995-10-31,37908,3159,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6377,6792,1997-03-17,17184,1432,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6386,6856,1997-04-30,124344,3454,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6399,6902,1997-12-21,49320,1370,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6402,6922,1998-12-06,139488,5812,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6403,6924,1995-12-05,194880,4060,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6407,6930,1994-05-26,25944,1081,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6415,6950,1997-02-12,475680,9910,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6421,6985,1996-07-25,96768,2688,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6435,7045,1997-06-16,288720,6015,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6436,7049,1998-05-22,495180,8253,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6437,7052,1997-11-09,63972,1777,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6442,7082,1998-02-08,194160,4045,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6450,7099,1998-06-10,234336,4882,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6456,7123,1993-12-09,47016,3918,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6460,7133,1994-11-06,48672,1352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6461,7136,1996-09-19,74124,2059,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6464,7156,1998-04-16,49488,2062,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6468,7176,1997-11-30,203940,3399,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6469,7180,1998-11-17,99744,4156,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6470,7181,1998-05-17,49872,4156,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6471,7184,1996-08-04,155640,6485,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6474,7190,1995-06-06,63360,1056,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6486,7240,1998-01-15,152160,2536,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6490,7262,1997-02-10,73260,1221,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6495,7274,1998-03-12,49044,4087,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6499,7401,1994-01-05,80952,3373,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6501,7418,1996-04-29,30276,2523,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6502,7424,1997-12-08,30276,2523,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6508,7437,1998-04-19,110736,2307,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6509,7445,1994-03-15,55368,2307,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6512,7454,1994-05-26,63312,1319,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-
6520,7485,1994-03-16,91200,3800,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6526,7523,1995-01-03,288468,8013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6534,7542,1997-10-19,590820,9847,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6535,7546,1995-11-02,41952,3496,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6539,7559,1998-07-11,12792,1066,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6540,7562,1995-12-31,309600,6450,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6541,7565,1997-08-17,153504,3198,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6544,7594,1997-12-11,130464,2718,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6545,7606,1995-12-12,191880,3198,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6546,7607,1995-03-27,31728,1322,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6550,7614,1996-05-18,320592,6679,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6552,7632,1998-01-08,170448,3551,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6553,7636,1998-01-26,42384,3532,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6554,7637,1997-01-29,390096,8127,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6562,7674,1997-03-21,94488,3937,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6568,7713,1998-02-25,220440,3674,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6569,7721,1998-05-28,45456,3788,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
6571,7733,1998-05-12,140064,5836,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6574,7745,1997-12-20,77544,2154,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6577,7753,1994-03-11,51696,2154,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6578,7765,1995-12-11,27984,2332,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6580,7769,1994-05-22,196080,4085,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-
6585,7795,1996-10-29,372120,6202,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6589,7815,1996-01-01,189696,7904,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6591,7819,1995-02-02,20832,434,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6594,7824,1994-09-28,189696,7904,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-
6596,7844,1994-06-25,91584,3816,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6598,7857,1995-01-18,68112,5676,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6599,7859,1996-11-19,72120,6010,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6600,7861,1995-10-08,21852,607,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6605,7890,1997-10-14,79344,1653,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6607,7894,1997-10-21,153144,4254,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6612,7907,1997-08-31,97392,8116,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6613,7926,1996-09-22,84120,3505,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6621,7957,1997-06-14,42900,3575,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6624,7965,1994-09-30,71460,5955,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6625,7966,1997-09-07,473280,7888,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6632,7990,1998-04-23,144960,3020,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6633,7997,1998-02-05,160656,6694,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6641,8026,1997-09-09,128268,3563,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6642,8027,1994-06-05,77640,6470,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6643,8038,1998-01-18,35856,1494,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6644,8039,1996-10-20,93600,3900,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
