account_id,open_date,statement_frequency,district_name,num_customers,credit_cards,loan_amount,loan_payments,loan_term,loan_status,loan_default,loan,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
804,1996-02-06,monthly,Zlin,1,1.0,NA,NA,NA,NA,NA,False,22880,15,6.0,76735,500
805,1996-12-02,monthly,Praha - vychod,1,0.0,NA,NA,NA,NA,NA,False,31200,5,,58470,-2400
806,1996-10-29,monthly,Rakovnik,2,0.0,NA,NA,NA,NA,NA,False,8580,15,,26475,300
808,1995-06-13,monthly,Jesenik,1,0.0,215616.0,4492.0,48.0,current,True,True,18700,6,,50125,-4385
809,1995-12-20,monthly,Liberec,1,0.0,NA,NA,NA,NA,NA,False,21200,15,,58300,900
810,1995-11-11,monthly,Nachod,2,0.0,NA,NA,NA,NA,NA,False,8800,15,,31081,200
812,1996-08-30,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,22300,15,,70929,1000
813,1993-02-10,monthly,Jindrichuv Hradec,1,0.0,24312.0,2026.0,12.0,expired,False,True,24322,15,,61338,1100
814,1996-10-06,monthly,Sumperk,1,0.0,NA,NA,NA,NA,NA,False,17100,15,,39283,300
815,1993-08-25,monthly,Breclav,2,0.0,NA,NA,NA,NA,NA,False,4560,15,,21167,300
816,1993-08-05,monthly,Usti nad Orlici,1,0.0,48624.0,2026.0,24.0,expired,False,True,60200,15,,153641,200
817,1994-03-18,monthly,Kolin,1,0.0,538500.0,8975.0,60.0,current,False,True,23800,15,,69776,200
819,1995-04-22,monthly,Strakonice,2,1.0,NA,NA,NA,NA,NA,False,24000,15,27.0,68644,600
820,1995-11-04,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,39840,15,,69070,200
821,1996-03-16,monthly,Prostejov,1,0.0,NA,NA,NA,NA,NA,False,5800,15,,34556,300
822,1996-10-04,monthly,Teplice,2,0.0,NA,NA,NA,NA,NA,False,17100,15,,35170,500
823,1997-09-19,monthly,Novy Jicin,1,0.0,NA,NA,NA,NA,NA,False,1515,15,,25009,1100
824,1996-03-21,monthly,Ceska Lipa,1,0.0,NA,NA,NA,NA,NA,False,9100,15,,55771,700
825,1996-03-06,monthly,Prachatice,1,1.0,53076.0,4423.0,12.0,expired,False,True,14700,15,2.0,65122,500
826,1996-10-05,monthly,Chrudim,1,0.0,NA,NA,NA,NA,NA,False,11300,15,,43603,700
827,1996-02-23,monthly,Liberec,2,0.0,NA,NA,NA,NA,NA,False,4230,15,,31310,1000
828,1997-02-12,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,13900,15,6.0,53254,1000
829,1996-11-10,monthly,Kromeriz,2,0.0,NA,NA,NA,NA,NA,False,2120,15,,34294,800
830,1993-02-08,monthly,Ostrava - mesto,2,1.0,NA,NA,NA,NA,NA,False,35040,15,24.0,95451,200
831,1996-09-18,monthly,Chrudim,1,0.0,NA,NA,NA,NA,NA,False,3700,15,,21799,1000
832,1996-05-24,monthly,Havlickuv Brod,1,0.0,NA,NA,NA,NA,NA,False,4100,15,,22456,500
833,1996-08-29,monthly,Tachov,1,0.0,NA,NA,NA,NA,NA,False,5900,15,,33070,900
834,1997-05-23,monthly,Beroun,1,0.0,NA,NA,NA,NA,NA,False,7400,15,,24840,900
836,1996-07-28,monthly,Nachod,2,0.0,NA,NA,NA,NA,NA,False,27000,15,,51280,1100
837,1993-09-18,monthly,Nachod,1,0.0,NA,NA,NA,NA,NA,False,26400,15,,81694,400
838,1993-10-23,monthly,Pardubice,2,0.0,NA,NA,NA,NA,NA,False,4900,100,,36400,1100
839,1995-01-17,monthly,Jindrichuv Hradec,1,1.0,NA,NA,NA,NA,NA,False,29400,15,15.0,92818,500
840,1996-03-12,monthly,Karvina,2,0.0,NA,NA,NA,NA,NA,False,44000,15,,79941,500
841,1993-11-04,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,8200,15,,56567,800
842,1995-04-07,monthly,Uherske Hradiste,2,0.0,NA,NA,NA,NA,NA,False,7400,15,,25376,700
843,1997-04-09,monthly,Kutna Hora,1,0.0,NA,NA,NA,NA,NA,False,7900,15,,28819,900
844,1994-04-28,monthly,Blansko,1,1.0,NA,NA,NA,NA,NA,False,62400,15,4.0,126302,700
845,1997-12-27,monthly,Ceske Budejovice,1,1.0,NA,NA,NA,NA,NA,False,21200,15,3.0,86633,300
846,1996-03-09,monthly,Olomouc,1,1.0,187104.0,7796.0,24.0,expired,False,True,58600,15,1.0,148870,300
847,1996-07-21,monthly,Benesov,1,0.0,NA,NA,NA,NA,NA,False,26200,15,,93865,900
848,1996-06-16,monthly,Tachov,1,0.0,NA,NA,NA,NA,NA,False,10900,15,,59279,800
849,1996-01-01,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,41800,0,,111108,-5339
850,1997-03-07,monthly,Klatovy,1,0.0,NA,NA,NA,NA,NA,False,36000,15,,88616,300
851,1994-09-23,monthly,Cesky Krumlov,1,0.0,NA,NA,NA,NA,NA,False,61800,15,,153742,200
852,1997-10-23,monthly,Hodonin,1,0.0,NA,NA,NA,NA,NA,False,3570,15,,19879,1100
853,1996-03-20,monthly,Hl.m. Praha,2,1.0,NA,NA,NA,NA,NA,False,35840,15,15.0,69821,500
854,1993-09-21,monthly,Uherske Hradiste,1,0.0,87216.0,1817.0,48.0,current,False,True,15000,15,,52046,700
855,1994-03-28,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,35680,15,,71758,800
856,1996-03-03,monthly,Benesov,1,1.0,NA,NA,NA,NA,NA,False,15300,15,3.0,64327,900
857,1993-09-16,monthly,Vsetin,2,0.0,NA,NA,NA,NA,NA,False,6100,15,,29688,1100
858,1996-07-13,monthly,Usti nad Orlici,1,0.0,NA,NA,NA,NA,NA,False,37120,15,,81163,900
859,1997-08-26,monthly,Rakovnik,2,0.0,NA,NA,NA,NA,NA,False,14560,15,,49886,200
860,1993-03-19,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,13300,15,,47988,600
861,1993-09-13,monthly,Domazlice,1,0.0,NA,NA,NA,NA,NA,False,22700,15,,63139,1000
863,1993-05-16,monthly,Novy Jicin,1,1.0,NA,NA,NA,NA,NA,False,56500,15,12.0,188348,300
864,1997-07-08,monthly,Olomouc,1,0.0,NA,NA,NA,NA,NA,False,5800,15,,38792,300
865,1996-03-18,monthly,Pelhrimov,2,0.0,NA,NA,NA,NA,NA,False,4700,15,,31462,900
866,1993-01-10,monthly,Nymburk,1,0.0,NA,NA,NA,NA,NA,False,28100,15,,61524,500
867,1997-11-09,monthly,Prostejov,1,0.0,NA,NA,NA,NA,NA,False,31100,3,,88731,-1351
868,1997-05-26,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,14700,15,,36341,200
869,1996-07-15,monthly,Jindrichuv Hradec,1,0.0,NA,NA,NA,NA,NA,False,4200,600,,23400,1100
870,1995-03-27,monthly,Karvina,1,0.0,NA,NA,NA,NA,NA,False,7900,15,,36132,300
871,1996-09-02,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,27400,15,2.0,82101,300
872,1997-01-18,monthly,Plzen - jih,1,0.0,NA,NA,NA,NA,NA,False,15680,15,,57695,800
873,1997-04-26,monthly,Opava,1,0.0,178500.0,2975.0,60.0,current,False,True,7100,15,,39316,1000
875,1995-05-17,monthly,Vyskov,1,0.0,NA,NA,NA,NA,NA,False,6000,15,,49510,300
876,1997-10-26,monthly,Kladno,1,0.0,NA,NA,NA,NA,NA,False,7900,15,,22867,1100
877,1996-05-29,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,14080,15,3.0,56198,700
878,1996-06-29,monthly,Usti nad Orlici,1,1.0,NA,NA,NA,NA,NA,False,25300,15,,74871,600
879,1997-06-04,monthly,Nymburk,1,0.0,NA,NA,NA,NA,NA,False,3300,15,,17694,500
880,1996-12-08,monthly,Plzen - mesto,2,1.0,NA,NA,NA,NA,NA,False,24462,15,1.0,64239,700
882,1993-03-06,monthly,Nymburk,2,1.0,NA,NA,NA,NA,NA,False,41000,15,4.0,84776,300
883,1993-12-17,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,19700,15,,59676,800
884,1993-12-07,monthly,Benesov,1,0.0,NA,NA,NA,NA,NA,False,4800,15,,29532,3389
885,1993-06-25,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,25500,15,44.0,115837,300
886,1993-06-23,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,50000,15,22.0,119897,900
887,1993-05-05,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,10550,15,,28162,4514
888,1996-10-28,monthly,Brno - mesto,2,0.0,NA,NA,NA,NA,NA,False,10900,15,,35937,800
889,1997-12-22,monthly,Hradec Kralove,1,0.0,NA,NA,NA,NA,NA,False,3600,15,,30380,300
890,1993-02-05,monthly,Ceske Budejovice,1,0.0,NA,NA,NA,NA,NA,False,23100,15,,41862,700
891,1996-05-23,monthly,Chomutov,2,0.0,NA,NA,NA,NA,NA,False,6600,15,,46293,1000
892,1993-03-20,monthly,Karvina,1,0.0,NA,NA,NA,NA,NA,False,11050,15,,54945,900
893,1995-04-12,monthly,Blansko,1,0.0,NA,NA,NA,NA,NA,False,46400,15,,100578,900
894,1995-08-27,monthly,Nachod,1,0.0,NA,NA,NA,NA,NA,False,17900,15,,33689,800
895,1996-03-12,monthly,Karlovy Vary,1,0.0,NA,NA,NA,NA,NA,False,2900,15,,21603,600
896,1995-06-11,monthly,Beroun,1,0.0,NA,NA,NA,NA,NA,False,45700,15,,65186,600
897,1993-04-26,monthly,Louny,1,1.0,NA,NA,NA,NA,NA,False,64500,15,7.0,146944,600
898,1996-03-27,monthly,Novy Jicin,1,0.0,NA,NA,NA,NA,NA,False,19600,15,,69388,200
899,1993-06-21,monthly,Olomouc,1,0.0,NA,NA,NA,NA,NA,False,29400,15,,61612,900
900,1994-04-26,monthly,Rychnov nad Kneznou,2,0.0,NA,NA,NA,NA,NA,False,9900,15,,41769,1100
901,1994-07-10,monthly,Prostejov,1,0.0,NA,NA,NA,NA,NA,False,4400,15,,45333,900
902,1993-06-29,monthly,Ostrava - mesto,2,0.0,NA,NA,NA,NA,NA,False,13700,15,,43025,800
903,1993-12-10,monthly,Pardubice,1,0.0,NA,NA,NA,NA,NA,False,8790,15,,33437,1100
904,1994-03-20,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,26100,15,14.0,106048,300
905,1996-12-11,monthly,Jablonec n. Nisou,1,0.0,NA,NA,NA,NA,NA,False,10700,15,,31683,1000
906,1997-12-27,monthly,Kromeriz,1,0.0,NA,NA,NA,NA,NA,False,2240,15,,19848,800
907,1993-07-09,monthly,Usti nad Labem,1,0.0,NA,NA,NA,NA,NA,False,5370,15,,33196,300
908,1994-04-29,monthly,Uherske Hradiste,1,0.0,NA,NA,NA,NA,NA,False,35900,15,,85090,900
909,1997-09-02,monthly,Sokolov,2,0.0,NA,NA,NA,NA,NA,False,1950,15,,21420,900
910,1997-02-03,monthly,Hl.m. Praha,2,0.0,NA,NA,NA,NA,NA,False,8000,15,,46627,1100
911,1996-08-12,monthly,Prostejov,1,1.0,NA,NA,NA,NA,NA,False,37200,15,2.0,106283,600
912,1997-04-27,monthly,Znojmo,1,0.0,NA,NA,NA,NA,NA,False,3100,15,,25351,400
913,1996-05-10,monthly,Kromeriz,1,0.0,NA,NA,NA,NA,NA,False,24000,15,,56258,300
914,1993-11-14,monthly,Opava,1,0.0,NA,NA,NA,NA,NA,False,5910,15,,27453,800
915,1995-01-18,monthly,Olomouc,1,0.0,309552.0,6449.0,48.0,current,False,True,50600,15,,121713,700
916,1996-08-13,monthly,Hl.m. Praha,2,0.0,NA,NA,NA,NA,NA,False,18100,15,,56056,600
917,1995-10-13,monthly,Breclav,2,0.0,NA,NA,NA,NA,NA,False,24960,15,,56837,300
918,1996-08-23,monthly,Prostejov,1,0.0,NA,NA,NA,NA,NA,False,27900,15,,75788,400
919,1997-03-03,monthly,Uherske Hradiste,1,0.0,NA,NA,NA,NA,NA,False,11100,15,,54192,800
920,1996-09-05,monthly,Jihlava,1,0.0,NA,NA,NA,NA,NA,False,6300,15,,27484,800
921,1996-10-08,monthly,Praha - vychod,1,0.0,NA,NA,NA,NA,NA,False,12100,15,,44033,500
922,1995-04-27,monthly,Trebic,1,0.0,NA,NA,NA,NA,NA,False,22720,15,,65796,400
923,1996-02-07,monthly,Rakovnik,1,0.0,NA,NA,NA,NA,NA,False,10050,15,,30033,5678
924,1995-12-09,monthly,Praha - zapad,1,0.0,NA,NA,NA,NA,NA,False,6750,15,,26057,400
925,1993-02-23,monthly,Kromeriz,1,0.0,NA,NA,NA,NA,NA,False,20100,15,,79963,500
926,1996-11-01,monthly,Liberec,1,0.0,NA,NA,NA,NA,NA,False,8300,15,,32464,1100
927,1997-04-12,monthly,Jesenik,1,0.0,NA,NA,NA,NA,NA,False,13400,15,,42111,400
928,1993-04-26,monthly,Strakonice,2,0.0,NA,NA,NA,NA,NA,False,40320,15,,78232,1100
929,1993-07-03,monthly,Brno - mesto,1,0.0,NA,NA,NA,NA,NA,False,9300,15,,51788,200
930,1993-08-03,monthly,Usti nad Labem,1,0.0,NA,NA,NA,NA,NA,False,25920,15,,76690,300
931,1993-10-15,monthly,Kromeriz,1,0.0,NA,NA,NA,NA,NA,False,9440,15,,40923,700
932,1996-07-08,monthly,Strakonice,2,0.0,NA,NA,NA,NA,NA,False,9250,15,,29502,900
933,1995-11-18,monthly,Tabor,1,0.0,NA,NA,NA,NA,NA,False,11250,15,,37698,800
934,1997-11-27,monthly,Nymburk,2,0.0,NA,NA,NA,NA,NA,False,12550,15,,36112,300
935,1996-12-25,monthly,Cheb,1,0.0,NA,NA,NA,NA,NA,False,4600,15,,22788,500
936,1996-03-02,monthly,Melnik,1,0.0,NA,NA,NA,NA,NA,False,3760,15,,24562,700
937,1995-08-26,monthly,Hradec Kralove,1,0.0,NA,NA,NA,NA,NA,False,6700,15,,33466,900
938,1997-12-13,monthly,Karvina,1,0.0,22260.0,371.0,60.0,current,False,True,5640,15,,37570,700
939,1994-10-04,monthly,Brno - venkov,2,0.0,NA,NA,NA,NA,NA,False,7290,15,,24828,1100
940,1994-11-15,monthly,Litomerice,2,1.0,284280.0,4738.0,60.0,current,False,True,63200,15,4.0,136560,300
941,1994-06-08,monthly,Mlada Boleslav,1,0.0,NA,NA,NA,NA,NA,False,9400,15,,37056,200
942,1993-08-16,monthly,Nymburk,1,0.0,NA,NA,NA,NA,NA,False,31100,15,,81932,800
943,1993-02-03,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,8670,15,,30490,800
944,1993-03-08,monthly,Karvina,2,0.0,NA,NA,NA,NA,NA,False,18700,15,,69717,16927
945,1996-08-16,monthly,Pisek,1,1.0,NA,NA,NA,NA,NA,False,21700,15,6.0,96014,600
946,1996-01-01,monthly,Tabor,1,0.0,NA,NA,NA,NA,NA,False,24700,15,,67965,1100
947,1993-05-17,monthly,Kromeriz,2,0.0,NA,NA,NA,NA,NA,False,36960,15,,64798,1100
949,1996-02-13,monthly,Jihlava,1,0.0,NA,NA,NA,NA,NA,False,33000,0,,81900,-502
950,1993-08-26,monthly,Semily,1,1.0,NA,NA,NA,NA,NA,False,63200,15,34.0,128742,200
951,1996-04-28,monthly,Beroun,1,0.0,NA,NA,NA,NA,NA,False,4350,15,,30322,1100
952,1997-11-09,monthly,Usti nad Labem,1,0.0,NA,NA,NA,NA,NA,False,18300,15,,62781,400
953,1995-07-22,monthly,Ceske Budejovice,1,0.0,NA,NA,NA,NA,NA,False,6600,15,,40595,400
954,1996-01-08,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,8960,15,,46354,1000
955,1996-07-08,monthly,Kromeriz,1,0.0,NA,NA,NA,NA,NA,False,15800,15,,58275,400
956,1993-12-05,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,27800,15,,83437,400
957,1995-12-22,monthly,Karvina,1,0.0,NA,NA,NA,NA,NA,False,7230,15,,28892,500
958,1996-06-06,monthly,Olomouc,2,0.0,NA,NA,NA,NA,NA,False,8100,15,,37038,200
959,1996-02-23,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,4900,15,,25944,1000
961,1997-10-18,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,15400,15,,45514,300
962,1996-06-24,monthly,Zlin,2,0.0,NA,NA,NA,NA,NA,False,23100,15,,54045,200
963,1996-08-09,monthly,Melnik,1,0.0,NA,NA,NA,NA,NA,False,24500,15,,87532,500
964,1994-07-08,monthly,Plzen - mesto,1,0.0,NA,NA,NA,NA,NA,False,27700,15,,90662,400
965,1993-08-25,monthly,Strakonice,1,0.0,NA,NA,NA,NA,NA,False,7300,15,,34370,700
966,1997-10-14,monthly,Cesky Krumlov,1,0.0,NA,NA,NA,NA,NA,False,2129,15,,25390,1100
967,1996-08-17,monthly,Cesky Krumlov,1,1.0,NA,NA,NA,NA,NA,False,37100,15,8.0,128400,900
968,1995-11-11,monthly,Ostrava - mesto,2,0.0,NA,NA,NA,NA,NA,False,12500,15,,50723,200
969,1994-01-08,monthly,Prachatice,1,1.0,NA,NA,NA,NA,NA,False,31400,15,5.0,104518,200
970,1997-07-20,monthly,Pisek,1,1.0,NA,NA,NA,NA,NA,False,15100,15,6.0,77766,400
971,1996-07-18,monthly,Pribram,1,0.0,NA,NA,NA,NA,NA,False,13280,15,,46335,500
972,1996-09-29,monthly,Nachod,1,0.0,NA,NA,NA,NA,NA,False,5100,15,,21862,600
973,1994-11-05,monthly,Brno - mesto,2,0.0,NA,NA,NA,NA,NA,False,13650,15,,45665,600
974,1994-02-25,monthly,Rokycany,1,0.0,NA,NA,NA,NA,NA,False,33900,15,,86826,500
975,1996-10-19,monthly,Hl.m. Praha,2,0.0,NA,NA,NA,NA,NA,False,6300,15,,28976,800
976,1996-01-27,monthly,Vsetin,1,0.0,NA,NA,NA,NA,NA,False,42400,15,,82098,900
977,1993-04-26,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,44320,15,,114688,800
978,1993-08-18,monthly,Opava,1,1.0,NA,NA,NA,NA,NA,False,11900,15,4.0,93284,1100
979,1993-02-16,monthly,Tabor,1,0.0,NA,NA,NA,NA,NA,False,20800,15,,63105,1000
980,1996-12-11,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,16100,15,,66098,300
981,1995-03-25,monthly,Zdar nad Sazavou,1,1.0,NA,NA,NA,NA,NA,False,26400,15,19.0,109893,600
982,1993-02-05,monthly,Brno - mesto,1,0.0,NA,NA,NA,NA,NA,False,16800,15,,49039,900
984,1996-07-10,monthly,Benesov,1,0.0,NA,NA,NA,NA,NA,False,11900,15,,46788,200
985,1994-05-29,monthly,Ceska Lipa,2,0.0,NA,NA,NA,NA,NA,False,7950,15,,30396,900
986,1996-05-02,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,13500,15,,36823,600
987,1996-08-27,monthly,Cesky Krumlov,2,0.0,NA,NA,NA,NA,NA,False,36960,15,,73967,1100
988,1994-10-22,monthly,Praha - vychod,1,0.0,NA,NA,NA,NA,NA,False,8400,15,,50257,400
989,1994-03-14,monthly,Prachatice,1,0.0,NA,NA,NA,NA,NA,False,4000,15,,29011,1000
990,1995-10-11,monthly,Pelhrimov,1,1.0,NA,NA,NA,NA,NA,False,19900,15,14.0,97505,700
991,1993-05-18,monthly,Most,1,0.0,NA,NA,NA,NA,NA,False,64800,15,,121246,1100
992,1995-10-01,monthly,Domazlice,1,0.0,NA,NA,NA,NA,NA,False,20000,15,,45061,700
993,1996-11-14,monthly,Kutna Hora,1,1.0,108720.0,1812.0,60.0,current,False,True,51300,15,1.0,123602,1000
994,1995-09-15,monthly,Olomouc,1,0.0,NA,NA,NA,NA,NA,False,23700,15,,78517,700
995,1995-08-23,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,4740,15,,30252,1000
996,1997-08-18,monthly,Pardubice,1,0.0,NA,NA,NA,NA,NA,False,6100,15,,30371,1100
997,1997-05-08,monthly,Brno - mesto,1,0.0,NA,NA,NA,NA,NA,False,4110,15,,31643,700
998,1993-11-11,monthly,Pardubice,1,1.0,NA,NA,NA,NA,NA,False,87400,15,17.0,109569,9758
1000,1993-01-25,monthly,Vsetin,1,0.0,NA,NA,NA,NA,NA,False,32600,15,,102396,200
1002,1996-09-17,monthly,Svitavy,1,0.0,NA,NA,NA,NA,NA,False,5900,15,,29756,500
1003,1996-10-10,monthly,Plzen - sever,1,0.0,NA,NA,NA,NA,NA,False,22000,15,,76667,200
1004,1996-07-02,monthly,Karvina,1,0.0,188532.0,5237.0,36.0,current,False,True,62100,15,,143846,200
1006,1993-02-08,monthly,Kutna Hora,1,0.0,NA,NA,NA,NA,NA,False,8190,15,,59040,1000
1007,1996-06-28,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,53300,15,6.0,104968,1000
1008,1996-10-05,monthly,Rakovnik,1,0.0,NA,NA,NA,NA,NA,False,8700,15,,37132,700
1010,1995-05-01,monthly,Trebic,1,0.0,NA,NA,NA,NA,NA,False,63700,15,,141422,800
1011,1994-12-17,monthly,Jicin,1,0.0,204000.0,3400.0,60.0,current,False,True,22588,15,,99044,400
1012,1994-07-09,monthly,Znojmo,1,0.0,98184.0,4091.0,24.0,expired,False,True,24723,1,,78911,500
1013,1996-05-13,monthly,Kromeriz,1,0.0,NA,NA,NA,NA,NA,False,2580,15,,26852,300
1014,1996-03-20,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,19700,15,,69271,800
1015,1997-06-14,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,11000,15,,38938,1100
1016,1993-09-29,monthly,Teplice,1,1.0,NA,NA,NA,NA,NA,False,25100,15,14.0,119385,600
1017,1994-08-11,monthly,Ceske Budejovice,1,0.0,NA,NA,NA,NA,NA,False,29200,15,,74560,800
1018,1993-06-03,monthly,Melnik,1,0.0,NA,NA,NA,NA,NA,False,5400,15,,34048,600
1019,1993-01-21,monthly,Usti nad Orlici,1,1.0,NA,NA,NA,NA,NA,False,20960,15,1.0,71185,1100
1020,1996-04-09,monthly,Breclav,1,0.0,NA,NA,NA,NA,NA,False,4000,10,,30473,1100
1021,1996-11-17,monthly,Havlickuv Brod,1,0.0,NA,NA,NA,NA,NA,False,3990,15,,27435,1000
1023,1993-08-13,monthly,Tabor,1,1.0,NA,NA,NA,NA,NA,False,37280,15,11.0,67032,1100
1024,1997-05-02,monthly,Prachatice,1,0.0,NA,NA,NA,NA,NA,False,2790,15,,21041,600
1026,1997-09-03,monthly,Strakonice,2,1.0,NA,NA,NA,NA,NA,False,18500,15,2.0,72773,1000
1027,1997-07-18,monthly,Frydek - Mistek,1,0.0,NA,NA,NA,NA,NA,False,4200,15,,23873,800
1028,1996-03-19,monthly,Cheb,2,0.0,NA,NA,NA,NA,NA,False,4900,500,,24200,400
1029,1996-06-25,monthly,Plzen - mesto,1,0.0,NA,NA,NA,NA,NA,False,63800,15,,194119,600
1030,1995-11-12,monthly,Hodonin,1,0.0,NA,NA,NA,NA,NA,False,9600,15,,50026,1100
1031,1995-06-20,monthly,Ostrava - mesto,1,0.0,NA,NA,NA,NA,NA,False,24640,15,,72294,900
1032,1993-04-26,monthly,Praha - zapad,1,1.0,NA,NA,NA,NA,NA,False,64600,15,6.0,154149,400
1033,1997-08-05,monthly,Ceska Lipa,1,0.0,NA,NA,NA,NA,NA,False,8400,400,,39468,1100
1034,1997-04-04,monthly,Opava,1,0.0,NA,NA,NA,NA,NA,False,5760,15,,42989,1100
1035,1997-04-18,monthly,Opava,1,1.0,NA,NA,NA,NA,NA,False,18500,15,1.0,79727,700
1036,1996-01-18,monthly,Praha - zapad,1,1.0,NA,NA,NA,NA,NA,False,25700,15,15.0,88639,600
1037,1997-02-18,monthly,Hl.m. Praha,1,1.0,NA,NA,NA,NA,NA,False,19300,15,6.0,84214,500
1038,1995-04-20,monthly,Zlin,1,0.0,NA,NA,NA,NA,NA,False,4590,15,,24500,400
1040,1996-05-18,monthly,Prachatice,1,0.0,NA,NA,NA,NA,NA,False,60400,15,,127976,1000
1042,1994-04-03,monthly,Hradec Kralove,1,0.0,NA,NA,NA,NA,NA,False,29200,15,,66650,900
1043,1997-08-13,monthly,Hl.m. Praha,2,1.0,NA,NA,NA,NA,NA,False,21700,15,2.0,84823,1000
1044,1995-11-09,monthly,Ceske Budejovice,1,1.0,NA,NA,NA,NA,NA,False,19400,15,16.0,63643,500
1045,1996-05-09,monthly,Beroun,1,0.0,NA,NA,NA,NA,NA,False,10000,15,,29521,800
1046,1995-04-14,monthly,Hl.m. Praha,1,0.0,NA,NA,NA,NA,NA,False,16000,15,,51107,700
1047,1994-06-13,monthly,Nachod,1,0.0,NA,NA,NA,NA,NA,False,7400,15,,37589,800
1048,1993-05-05,monthly,Jablonec n. Nisou,2,0.0,NA,NA,NA,NA,NA,False,4900,15,,32056,1100
1049,1997-12-04,monthly,Pisek,1,0.0,NA,NA,NA,NA,NA,False,5200,15,,36081,500
1051,1993-10-21,monthly,Jablonec n. Nisou,2,0.0,NA,NA,NA,NA,NA,False,28000,15,,61520,800
1052,1993-09-27,monthly,Trebic,1,0.0,NA,NA,NA,NA,NA,False,29100,15,,77637,200
1053,1994-05-25,monthly,Hodonin,1,0.0,NA,NA,NA,NA,NA,False,31840,15,,44893,700
1054,1993-02-19,monthly,Praha - vychod,1,0.0,NA,NA,NA,NA,NA,False,18560,15,,46555,800
1055,1996-12-12,monthly,Rokycany,2,0.0,NA,NA,NA,NA,NA,False,4950,15,,23416,600
1057,1993-08-23,monthly,Rakovnik,1,0.0,NA,NA,NA,NA,NA,False,8100,15,,31485,1000
1058,1996-06-11,monthly,Pardubice,1,1.0,NA,NA,NA,NA,NA,False,27680,15,14.0,86188,1000
1059,1995-05-30,monthly,Mlada Boleslav,1,0.0,NA,NA,NA,NA,NA,False,8500,15,,23118,1100
1060,1996-10-20,monthly,Kutna Hora,1,0.0,NA,NA,NA,NA,NA,False,22700,1400,,72611,800
1061,1997-10-17,monthly,Chrudim,1,0.0,NA,NA,NA,NA,NA,False,9300,15,,32196,1000
1062,1993-07-11,monthly,Kutna Hora,1,0.0,NA,NA,NA,NA,NA,False,28800,15,,87829,1000
1063,1996-09-19,monthly,Frydek - Mistek,1,0.0,NA,NA,NA,NA,NA,False,17600,15,,89300,200
1064,1997-09-29,monthly,Karvina,1,0.0,NA,NA,NA,NA,NA,False,6700,15,,31827,500
1065,1993-03-27,monthly,Olomouc,1,0.0,NA,NA,NA,NA,NA,False,22700,15,,65741,400
1067,1996-09-10,monthly,Chomutov,2,1.0,NA,NA,NA,NA,NA,False,58000,15,,146318,1000
1068,1997-02-15,monthly,Usti nad Orlici,1,0.0,253200.0,4220.0,60.0,current,False,True,34800,15,,96491,1000
1069,1993-07-24,monthly,Karvina,2,0.0,NA,NA,NA,NA,NA,False,3800,15,,26753,700
1070,1996-04-23,monthly,Uherske Hradiste,1,0.0,NA,NA,NA,NA,NA,False,18500,15,,53992,200
1072,1997-12-09,monthly,Znojmo,1,0.0,NA,NA,NA,NA,NA,False,14720,15,,57351,400
1073,1994-02-27,monthly,Opava,1,0.0,NA,NA,NA,NA,NA,False,44960,15,,103225,1000
1074,1996-05-16,monthly,Kromeriz,1,1.0,NA,NA,NA,NA,NA,False,31400,15,17.0,105596,1000
1075,1995-07-13,monthly,Jablonec n. Nisou,1,0.0,NA,NA,NA,NA,NA,False,25100,15,,59107,800
