account_id,district_id,open_date,statement_frequency,district_name
710,25,1994-09-02,monthly,Klatovy
711,70,1994-07-06,monthly,Karvina
712,72,1996-12-01,monthly,Olomouc
713,58,1996-10-15,monthly,Jihlava
714,23,1996-11-04,monthly,Cheb
715,32,1996-08-08,monthly,Ceska Lipa
716,47,1994-09-25,monthly,Pardubice
717,75,1993-04-24,monthly,Prerov
718,1,1996-03-03,monthly,Hl.m. Praha
719,30,1993-12-21,monthly,Sokolov
720,54,1995-07-20,monthly,Brno - mesto
721,76,1993-08-29,monthly,Sumperk
725,70,1996-07-08,monthly,Karvina
726,76,1994-02-03,monthly,Sumperk
727,35,1997-12-25,monthly,Jablonec n. Nisou
728,60,1995-11-28,monthly,Prostejov
729,14,1997-02-15,monthly,Ceske Budejovice
730,4,1993-08-28,monthly,Kladno
731,5,1995-07-11,monthly,Kolin
732,38,1996-06-07,monthly,Louny
734,5,1996-04-08,monthly,Kolin
735,70,1997-09-17,monthly,Karvina
736,75,1997-12-07,monthly,Prerov
737,34,1993-12-08,monthly,Chomutov
738,34,1993-06-21,monthly,Chomutov
739,66,1996-03-18,monthly,Zdar nad Sazavou
740,28,1994-04-04,monthly,Plzen - sever
741,54,1994-07-14,monthly,Brno - mesto
742,77,1994-01-28,monthly,Vsetin
743,10,1993-11-05,monthly,Praha - vychod
744,42,1993-03-06,monthly,Havlickuv Brod
745,43,1997-10-09,monthly,Hradec Kralove
746,75,1995-05-10,monthly,Prerov
747,39,1993-08-09,monthly,Most
748,10,1993-04-08,monthly,Praha - vychod
749,38,1997-03-23,monthly,Louny
750,73,1993-09-12,monthly,Opava
751,3,1993-05-12,monthly,Beroun
752,23,1997-01-10,monthly,Cheb
753,31,1996-08-14,monthly,Tachov
754,1,1995-06-08,monthly,Hl.m. Praha
755,38,1997-09-27,monthly,Louny
756,65,1995-01-13,monthly,Znojmo
757,50,1993-07-19,monthly,Svitavy
758,51,1997-12-19,monthly,Trutnov
759,23,1993-08-01,monthly,Cheb
760,1,1997-05-24,monthly,Hl.m. Praha
761,43,1994-04-09,monthly,Hradec Kralove
762,76,1995-10-18,monthly,Sumperk
763,1,1995-02-23,monthly,Hl.m. Praha
764,1,1993-01-08,monthly,Hl.m. Praha
765,12,1996-12-20,monthly,Pribram
766,3,1996-04-21,monthly,Beroun
767,25,1995-03-26,monthly,Klatovy
768,26,1997-07-03,monthly,Plzen - mesto
770,7,1996-09-24,monthly,Melnik
771,22,1996-01-22,monthly,Domazlice
772,45,1993-01-21,monthly,Jicin
773,15,1993-06-19,monthly,Cesky Krumlov
774,1,1993-06-08,monthly,Hl.m. Praha
775,1,1994-12-18,monthly,Hl.m. Praha
776,66,1996-05-18,monthly,Zdar nad Sazavou
777,30,1997-12-28,monthly,Sokolov
778,68,1996-10-26,monthly,Frydek - Mistek
779,16,1996-08-13,monthly,Jindrichuv Hradec
780,3,1996-04-26,monthly,Beroun
781,33,1995-02-19,monthly,Decin
782,42,1997-10-30,monthly,Havlickuv Brod
783,1,1997-09-08,monthly,Hl.m. Praha
784,59,1994-04-19,monthly,Kromeriz
786,53,1995-08-12,monthly,Blansko
787,10,1993-11-14,monthly,Praha - vychod
788,12,1996-06-25,monthly,Pribram
789,39,1995-02-06,monthly,Most
790,54,1993-05-11,monthly,Brno - mesto
791,49,1995-12-14,monthly,Semily
792,3,1997-08-13,monthly,Beroun
793,47,1993-01-03,monthly,Pardubice
794,63,1997-04-24,monthly,Vyskov
795,25,1995-01-27,monthly,Klatovy
796,1,1997-02-13,monthly,Hl.m. Praha
797,57,1996-11-20,monthly,Hodonin
798,1,1996-04-22,monthly,Hl.m. Praha
799,56,1993-10-10,monthly,Breclav
800,11,1997-12-06,monthly,Praha - zapad
801,16,1997-07-23,monthly,Jindrichuv Hradec
802,15,1994-12-20,monthly,Cesky Krumlov
803,19,1995-09-09,monthly,Prachatice
804,64,1996-02-06,monthly,Zlin
805,10,1996-12-02,monthly,Praha - vychod
806,13,1996-10-29,monthly,Rakovnik
808,69,1995-06-13,monthly,Jesenik
809,36,1995-12-20,monthly,Liberec
810,46,1995-11-11,monthly,Nachod
812,1,1996-08-30,monthly,Hl.m. Praha
813,16,1993-02-10,monthly,Jindrichuv Hradec
814,76,1996-10-06,monthly,Sumperk
815,56,1993-08-25,monthly,Breclav
816,52,1993-08-05,monthly,Usti nad Orlici
817,5,1994-03-18,monthly,Kolin
819,20,1995-04-22,monthly,Strakonice
820,74,1995-11-04,monthly,Ostrava - mesto
821,60,1996-03-16,monthly,Prostejov
822,40,1996-10-04,monthly,Teplice
823,71,1997-09-19,monthly,Novy Jicin
824,32,1996-03-21,monthly,Ceska Lipa
825,19,1996-03-06,monthly,Prachatice
826,44,1996-10-05,monthly,Chrudim
827,36,1996-02-23,monthly,Liberec
828,1,1997-02-12,monthly,Hl.m. Praha
829,59,1996-11-10,monthly,Kromeriz
830,74,1993-02-08,monthly,Ostrava - mesto
831,44,1996-09-18,monthly,Chrudim
832,42,1996-05-24,monthly,Havlickuv Brod
833,31,1996-08-29,monthly,Tachov
834,3,1997-05-23,monthly,Beroun
836,46,1996-07-28,monthly,Nachod
837,46,1993-09-18,monthly,Nachod
838,47,1993-10-23,monthly,Pardubice
839,16,1995-01-17,monthly,Jindrichuv Hradec
840,70,1996-03-12,monthly,Karvina
841,1,1993-11-04,monthly,Hl.m. Praha
842,62,1995-04-07,monthly,Uherske Hradiste
843,6,1997-04-09,monthly,Kutna Hora
844,53,1994-04-28,monthly,Blansko
845,14,1997-12-27,monthly,Ceske Budejovice
846,72,1996-03-09,monthly,Olomouc
847,2,1996-07-21,monthly,Benesov
848,31,1996-06-16,monthly,Tachov
849,1,1996-01-01,monthly,Hl.m. Praha
850,25,1997-03-07,monthly,Klatovy
851,15,1994-09-23,monthly,Cesky Krumlov
852,57,1997-10-23,monthly,Hodonin
853,1,1996-03-20,monthly,Hl.m. Praha
854,62,1993-09-21,monthly,Uherske Hradiste
855,1,1994-03-28,monthly,Hl.m. Praha
856,2,1996-03-03,monthly,Benesov
857,77,1993-09-16,monthly,Vsetin
858,52,1996-07-13,monthly,Usti nad Orlici
859,13,1997-08-26,monthly,Rakovnik
860,1,1993-03-19,monthly,Hl.m. Praha
861,22,1993-09-13,monthly,Domazlice
863,71,1993-05-16,monthly,Novy Jicin
864,72,1997-07-08,monthly,Olomouc
865,17,1996-03-18,monthly,Pelhrimov
866,9,1993-01-10,monthly,Nymburk
867,60,1997-11-09,monthly,Prostejov
868,1,1997-05-26,monthly,Hl.m. Praha
869,16,1996-07-15,monthly,Jindrichuv Hradec
870,70,1995-03-27,monthly,Karvina
871,1,1996-09-02,monthly,Hl.m. Praha
872,27,1997-01-18,monthly,Plzen - jih
873,73,1997-04-26,monthly,Opava
875,63,1995-05-17,monthly,Vyskov
876,4,1997-10-26,monthly,Kladno
877,1,1996-05-29,monthly,Hl.m. Praha
878,52,1996-06-29,monthly,Usti nad Orlici
879,9,1997-06-04,monthly,Nymburk
880,26,1996-12-08,monthly,Plzen - mesto
882,9,1993-03-06,monthly,Nymburk
883,1,1993-12-17,monthly,Hl.m. Praha
884,2,1993-12-07,monthly,Benesov
885,1,1993-06-25,monthly,Hl.m. Praha
886,1,1993-06-23,monthly,Hl.m. Praha
887,1,1993-05-05,monthly,Hl.m. Praha
888,54,1996-10-28,monthly,Brno - mesto
889,43,1997-12-22,monthly,Hradec Kralove
890,14,1993-02-05,monthly,Ceske Budejovice
891,34,1996-05-23,monthly,Chomutov
892,70,1993-03-20,monthly,Karvina
893,53,1995-04-12,monthly,Blansko
894,46,1995-08-27,monthly,Nachod
895,24,1996-03-12,monthly,Karlovy Vary
896,3,1995-06-11,monthly,Beroun
897,38,1993-04-26,monthly,Louny
898,71,1996-03-27,monthly,Novy Jicin
899,72,1993-06-21,monthly,Olomouc
900,48,1994-04-26,monthly,Rychnov nad Kneznou
901,60,1994-07-10,monthly,Prostejov
902,74,1993-06-29,monthly,Ostrava - mesto
903,47,1993-12-10,monthly,Pardubice
904,1,1994-03-20,monthly,Hl.m. Praha
905,35,1996-12-11,monthly,Jablonec n. Nisou
906,59,1997-12-27,monthly,Kromeriz
907,41,1993-07-09,monthly,Usti nad Labem
908,62,1994-04-29,monthly,Uherske Hradiste
909,30,1997-09-02,monthly,Sokolov
910,1,1997-02-03,monthly,Hl.m. Praha
911,60,1996-08-12,monthly,Prostejov
912,65,1997-04-27,monthly,Znojmo
913,59,1996-05-10,monthly,Kromeriz
914,73,1993-11-14,monthly,Opava
915,72,1995-01-18,monthly,Olomouc
916,1,1996-08-13,monthly,Hl.m. Praha
917,56,1995-10-13,monthly,Breclav
918,60,1996-08-23,monthly,Prostejov
919,62,1997-03-03,monthly,Uherske Hradiste
920,58,1996-09-05,monthly,Jihlava
921,10,1996-10-08,monthly,Praha - vychod
922,61,1995-04-27,monthly,Trebic
923,13,1996-02-07,monthly,Rakovnik
924,11,1995-12-09,monthly,Praha - zapad
925,59,1993-02-23,monthly,Kromeriz
926,36,1996-11-01,monthly,Liberec
927,69,1997-04-12,monthly,Jesenik
928,20,1993-04-26,monthly,Strakonice
929,54,1993-07-03,monthly,Brno - mesto
930,41,1993-08-03,monthly,Usti nad Labem
931,59,1993-10-15,monthly,Kromeriz
932,20,1996-07-08,monthly,Strakonice
933,21,1995-11-18,monthly,Tabor
934,9,1997-11-27,monthly,Nymburk
935,23,1996-12-25,monthly,Cheb
936,7,1996-03-02,monthly,Melnik
937,43,1995-08-26,monthly,Hradec Kralove
938,70,1997-12-13,monthly,Karvina
939,55,1994-10-04,monthly,Brno - venkov
940,37,1994-11-15,monthly,Litomerice
941,8,1994-06-08,monthly,Mlada Boleslav
942,9,1993-08-16,monthly,Nymburk
943,1,1993-02-03,monthly,Hl.m. Praha
944,70,1993-03-08,monthly,Karvina
945,18,1996-08-16,monthly,Pisek
946,21,1996-01-01,monthly,Tabor
947,59,1993-05-17,monthly,Kromeriz
949,58,1996-02-13,monthly,Jihlava
950,49,1993-08-26,monthly,Semily
951,3,1996-04-28,monthly,Beroun
952,41,1997-11-09,monthly,Usti nad Labem
953,14,1995-07-22,monthly,Ceske Budejovice
954,74,1996-01-08,monthly,Ostrava - mesto
955,59,1996-07-08,monthly,Kromeriz
956,74,1993-12-05,monthly,Ostrava - mesto
957,70,1995-12-22,monthly,Karvina
958,72,1996-06-06,monthly,Olomouc
959,1,1996-02-23,monthly,Hl.m. Praha
961,1,1997-10-18,monthly,Hl.m. Praha
962,64,1996-06-24,monthly,Zlin
963,7,1996-08-09,monthly,Melnik
964,26,1994-07-08,monthly,Plzen - mesto
965,20,1993-08-25,monthly,Strakonice
966,15,1997-10-14,monthly,Cesky Krumlov
967,15,1996-08-17,monthly,Cesky Krumlov
968,74,1995-11-11,monthly,Ostrava - mesto
969,19,1994-01-08,monthly,Prachatice
970,18,1997-07-20,monthly,Pisek
971,12,1996-07-18,monthly,Pribram
972,46,1996-09-29,monthly,Nachod
973,54,1994-11-05,monthly,Brno - mesto
974,29,1994-02-25,monthly,Rokycany
975,1,1996-10-19,monthly,Hl.m. Praha
976,77,1996-01-27,monthly,Vsetin
977,1,1993-04-26,monthly,Hl.m. Praha
978,73,1993-08-18,monthly,Opava
979,21,1993-02-16,monthly,Tabor
980,1,1996-12-11,monthly,Hl.m. Praha
981,66,1995-03-25,monthly,Zdar nad Sazavou
982,54,1993-02-05,monthly,Brno - mesto
984,2,1996-07-10,monthly,Benesov
985,32,1994-05-29,monthly,Ceska Lipa
986,74,1996-05-02,monthly,Ostrava - mesto
987,15,1996-08-27,monthly,Cesky Krumlov
988,10,1994-10-22,monthly,Praha - vychod
989,19,1994-03-14,monthly,Prachatice
990,17,1995-10-11,monthly,Pelhrimov
991,39,1993-05-18,monthly,Most
992,22,1995-10-01,monthly,Domazlice
993,6,1996-11-14,monthly,Kutna Hora
994,72,1995-09-15,monthly,Olomouc
995,64,1995-08-23,monthly,Zlin
996,47,1997-08-18,monthly,Pardubice
997,54,1997-05-08,monthly,Brno - mesto
998,47,1993-11-11,monthly,Pardubice
1000,77,1993-01-25,monthly,Vsetin
1002,50,1996-09-17,monthly,Svitavy
1003,28,1996-10-10,monthly,Plzen - sever
1004,70,1996-07-02,monthly,Karvina
1006,6,1993-02-08,monthly,Kutna Hora
1007,1,1996-06-28,monthly,Hl.m. Praha
1008,13,1996-10-05,monthly,Rakovnik
1010,61,1995-05-01,monthly,Trebic
1011,45,1994-12-17,monthly,Jicin
1012,65,1994-07-09,monthly,Znojmo
1013,59,1996-05-13,monthly,Kromeriz
1014,74,1996-03-20,monthly,Ostrava - mesto
1015,1,1997-06-14,monthly,Hl.m. Praha
1016,40,1993-09-29,monthly,Teplice
1017,14,1994-08-11,monthly,Ceske Budejovice
1018,7,1993-06-03,monthly,Melnik
1019,52,1993-01-21,monthly,Usti nad Orlici
1020,56,1996-04-09,monthly,Breclav
1021,42,1996-11-17,monthly,Havlickuv Brod
1023,21,1993-08-13,monthly,Tabor
1024,19,1997-05-02,monthly,Prachatice
1026,20,1997-09-03,monthly,Strakonice
1027,68,1997-07-18,monthly,Frydek - Mistek
1028,23,1996-03-19,monthly,Cheb
1029,26,1996-06-25,monthly,Plzen - mesto
1030,57,1995-11-12,monthly,Hodonin
1031,74,1995-06-20,monthly,Ostrava - mesto
1032,11,1993-04-26,monthly,Praha - zapad
1033,32,1997-08-05,monthly,Ceska Lipa
1034,73,1997-04-04,monthly,Opava
1035,73,1997-04-18,monthly,Opava
1036,11,1996-01-18,monthly,Praha - zapad
1037,1,1997-02-18,monthly,Hl.m. Praha
1038,64,1995-04-20,monthly,Zlin
1040,19,1996-05-18,monthly,Prachatice
1042,43,1994-04-03,monthly,Hradec Kralove
1043,1,1997-08-13,monthly,Hl.m. Praha
1044,14,1995-11-09,monthly,Ceske Budejovice
1045,3,1996-05-09,monthly,Beroun
1046,1,1995-04-14,monthly,Hl.m. Praha
1047,46,1994-06-13,monthly,Nachod
1048,35,1993-05-05,monthly,Jablonec n. Nisou
1049,18,1997-12-04,monthly,Pisek
1051,35,1993-10-21,monthly,Jablonec n. Nisou
1052,61,1993-09-27,monthly,Trebic
1053,57,1994-05-25,monthly,Hodonin
1054,10,1993-02-19,monthly,Praha - vychod
1055,29,1996-12-12,monthly,Rokycany
1057,13,1993-08-23,monthly,Rakovnik
1058,47,1996-06-11,monthly,Pardubice
1059,8,1995-05-30,monthly,Mlada Boleslav
1060,6,1996-10-20,monthly,Kutna Hora
1061,44,1997-10-17,monthly,Chrudim
1062,6,1993-07-11,monthly,Kutna Hora
1063,68,1996-09-19,monthly,Frydek - Mistek
1064,70,1997-09-29,monthly,Karvina
1065,72,1993-03-27,monthly,Olomouc
1067,34,1996-09-10,monthly,Chomutov
1068,52,1997-02-15,monthly,Usti nad Orlici
1069,70,1993-07-24,monthly,Karvina
1070,62,1996-04-23,monthly,Uherske Hradiste
1072,65,1997-12-09,monthly,Znojmo
1073,73,1994-02-27,monthly,Opava
1074,59,1996-05-16,monthly,Kromeriz
1075,35,1995-07-13,monthly,Jablonec n. Nisou
1076,1,1994-10-30,monthly,Hl.m. Praha
1077,14,1993-03-03,monthly,Ceske Budejovice
1078,1,1996-07-12,monthly,Hl.m. Praha
1079,74,1993-09-14,monthly,Ostrava - mesto
1080,55,1993-12-27,monthly,Brno - venkov
1081,64,1996-12-21,monthly,Zlin
1082,2,1996-06-08,monthly,Benesov
1083,45,1996-12-06,monthly,Jicin
1085,42,1997-09-11,monthly,Havlickuv Brod
1086,37,1996-06-17,monthly,Litomerice
1087,55,1996-06-26,monthly,Brno - venkov
1088,32,1993-12-19,monthly,Ceska Lipa
1089,74,1995-10-10,monthly,Ostrava - mesto
1090,69,1996-10-19,monthly,Jesenik
1091,16,1993-09-09,monthly,Jindrichuv Hradec
1092,41,1995-06-06,monthly,Usti nad Labem
1093,54,1996-01-14,monthly,Brno - mesto
1094,35,1996-07-10,monthly,Jablonec n. Nisou
1095,54,1997-06-18,monthly,Brno - mesto
1096,34,1997-03-03,monthly,Chomutov
1097,67,1996-06-22,monthly,Bruntal
1098,47,1993-12-28,monthly,Pardubice
1100,35,1996-09-23,monthly,Jablonec n. Nisou
1101,4,1997-09-22,monthly,Kladno
1102,70,1996-02-19,monthly,Karvina
1103,66,1995-07-09,monthly,Zdar nad Sazavou
1104,39,1995-12-07,monthly,Most
1105,55,1994-09-01,monthly,Brno - venkov
1107,42,1993-09-08,monthly,Havlickuv Brod
1108,26,1995-03-09,monthly,Plzen - mesto
1109,66,1994-10-27,monthly,Zdar nad Sazavou
1110,54,1997-07-10,monthly,Brno - mesto
1111,5,1996-02-16,monthly,Kolin
1112,48,1995-02-03,monthly,Rychnov nad Kneznou
1113,8,1996-09-23,monthly,Mlada Boleslav
1115,34,1993-03-27,monthly,Chomutov
1116,1,1993-07-20,monthly,Hl.m. Praha
1117,68,1996-08-29,monthly,Frydek - Mistek
1118,48,1993-07-04,monthly,Rychnov nad Kneznou
1120,1,1993-10-05,monthly,Hl.m. Praha
1121,32,1996-04-17,monthly,Ceska Lipa
1122,13,1995-08-12,monthly,Rakovnik
1123,13,1993-11-01,monthly,Rakovnik
1124,26,1996-06-02,monthly,Plzen - mesto
1126,56,1993-03-08,monthly,Breclav
1127,27,1993-01-27,monthly,Plzen - jih
1128,74,1993-11-21,monthly,Ostrava - mesto
1129,35,1995-03-03,monthly,Jablonec n. Nisou
1130,1,1997-05-11,monthly,Hl.m. Praha
1133,1,1993-11-01,monthly,Hl.m. Praha
1134,6,1993-02-09,monthly,Kutna Hora
1135,1,1995-07-17,monthly,Hl.m. Praha
1136,12,1993-08-07,monthly,Pribram
1137,60,1995-12-19,monthly,Prostejov
1138,41,1997-04-07,monthly,Usti nad Labem
1140,49,1997-11-07,monthly,Semily
1141,28,1997-02-16,monthly,Plzen - sever
1142,74,1995-10-19,monthly,Ostrava - mesto
1144,59,1993-01-28,monthly,Kromeriz
1145,31,1993-07-03,monthly,Tachov
1146,67,1993-09-12,monthly,Bruntal
1147,44,1993-04-10,monthly,Chrudim
1149,18,1995-09-07,monthly,Pisek
1150,29,1997-10-08,monthly,Rokycany
1151,40,1995-06-23,monthly,Teplice
1152,45,1993-04-15,monthly,Jicin
1153,35,1993-12-29,monthly,Jablonec n. Nisou
1155,43,1996-10-04,monthly,Hradec Kralove
1156,59,1997-12-09,monthly,Kromeriz
1157,7,1993-03-27,monthly,Melnik
1158,50,1994-04-03,monthly,Svitavy
1159,49,1994-02-09,monthly,Semily
1161,66,1993-05-08,monthly,Zdar nad Sazavou
1164,35,1994-01-14,monthly,Jablonec n. Nisou
1165,44,1997-03-23,monthly,Chrudim
1166,11,1993-04-21,monthly,Praha - zapad
1168,29,1994-11-03,monthly,Rokycany
1170,25,1996-03-26,monthly,Klatovy
1171,18,1997-12-20,monthly,Pisek
1172,6,1997-10-25,monthly,Kutna Hora
1173,11,1996-09-22,monthly,Praha - zapad
1174,70,1995-03-21,monthly,Karvina
1176,19,1996-10-24,monthly,Prachatice
1177,27,1997-12-20,monthly,Plzen - jih
1178,41,1997-05-04,monthly,Usti nad Labem
1179,74,1993-01-23,monthly,Ostrava - mesto
1180,20,1993-05-19,monthly,Strakonice
1181,69,1997-08-20,monthly,Jesenik
1182,8,1997-02-11,monthly,Mlada Boleslav
1183,12,1995-05-08,monthly,Pribram
1184,14,1994-05-06,monthly,Ceske Budejovice
1185,12,1997-06-07,monthly,Pribram
1186,64,1997-12-17,monthly,Zlin
1187,55,1996-07-28,monthly,Brno - venkov
1188,16,1996-07-22,monthly,Jindrichuv Hradec
1189,59,1993-03-19,monthly,Kromeriz
1190,52,1996-09-09,monthly,Usti nad Orlici
1192,29,1996-05-02,monthly,Rokycany
1193,29,1994-01-05,monthly,Rokycany
1194,1,1994-04-15,monthly,Hl.m. Praha
1195,42,1996-12-27,monthly,Havlickuv Brod
1196,29,1996-01-16,monthly,Rokycany
1197,68,1993-09-07,monthly,Frydek - Mistek
1198,70,1997-04-20,monthly,Karvina
1199,50,1997-03-18,monthly,Svitavy
1200,33,1993-05-07,monthly,Decin
1201,61,1993-07-23,monthly,Trebic
1203,72,1995-08-09,monthly,Olomouc
1204,29,1993-12-03,monthly,Rokycany
1205,73,1994-10-08,monthly,Opava
1206,70,1995-10-21,monthly,Karvina
1207,67,1993-06-08,monthly,Bruntal
1208,4,1997-11-09,monthly,Kladno
1209,23,1997-10-23,monthly,Cheb
1210,28,1996-05-21,monthly,Plzen - sever
1211,49,1996-08-09,monthly,Semily
1212,70,1995-12-18,monthly,Karvina
1213,36,1996-05-08,monthly,Liberec
1214,39,1997-01-19,monthly,Most
1215,65,1997-03-04,monthly,Znojmo
1216,77,1996-03-01,monthly,Vsetin
1217,69,1993-10-25,monthly,Jesenik
1218,1,1996-12-12,monthly,Hl.m. Praha
1219,1,1996-06-08,monthly,Hl.m. Praha
1220,1,1995-07-15,monthly,Hl.m. Praha
1221,45,1997-01-02,monthly,Jicin
1222,66,1993-01-20,monthly,Zdar nad Sazavou
1223,70,1996-08-10,monthly,Karvina
1225,4,1993-12-14,monthly,Kladno
1226,1,1996-10-23,monthly,Hl.m. Praha
1227,69,1996-01-13,monthly,Jesenik
1228,62,1995-04-09,monthly,Uherske Hradiste
1229,46,1997-12-10,monthly,Nachod
1230,1,1997-05-03,monthly,Hl.m. Praha
1231,7,1994-01-18,monthly,Melnik
1232,48,1996-07-06,monthly,Rychnov nad Kneznou
1233,31,1996-02-08,monthly,Tachov
1234,6,1993-09-13,monthly,Kutna Hora
1235,76,1993-11-23,monthly,Sumperk
1236,19,1993-05-05,monthly,Prachatice
1237,9,1994-03-13,monthly,Nymburk
1238,1,1995-10-29,monthly,Hl.m. Praha
1239,1,1993-04-10,monthly,Hl.m. Praha
1240,1,1997-09-11,monthly,Hl.m. Praha
1241,53,1996-07-02,monthly,Blansko
1243,1,1996-01-07,monthly,Hl.m. Praha
1244,68,1996-05-08,monthly,Frydek - Mistek
1245,68,1997-11-12,monthly,Frydek - Mistek
1246,58,1994-08-18,monthly,Jihlava
1247,25,1993-06-08,monthly,Klatovy
1248,22,1995-04-29,monthly,Domazlice
1249,67,1995-03-30,monthly,Bruntal
1250,62,1996-03-28,monthly,Uherske Hradiste
1253,5,1997-04-13,monthly,Kolin
1254,74,1995-03-28,monthly,Ostrava - mesto
1255,68,1997-07-02,monthly,Frydek - Mistek
1256,38,1994-04-21,monthly,Louny
1257,66,1995-10-11,monthly,Zdar nad Sazavou
1258,3,1996-09-01,monthly,Beroun
1259,72,1997-04-12,monthly,Olomouc
1260,5,1996-11-17,monthly,Kolin
1261,52,1995-03-18,monthly,Usti nad Orlici
1262,29,1997-01-19,monthly,Rokycany
1264,1,1997-02-16,monthly,Hl.m. Praha
1265,49,1996-02-25,monthly,Semily
1266,57,1996-07-01,monthly,Hodonin
1267,43,1996-08-05,monthly,Hradec Kralove
1268,74,1993-07-25,monthly,Ostrava - mesto
1269,52,1994-03-28,monthly,Usti nad Orlici
1271,17,1996-06-18,monthly,Pelhrimov
1273,37,1994-03-25,monthly,Litomerice
1275,32,1996-06-26,monthly,Ceska Lipa
1276,36,1993-01-07,monthly,Liberec
1277,31,1993-06-20,monthly,Tachov
1279,28,1997-10-13,monthly,Plzen - sever
1280,70,1995-05-03,monthly,Karvina
1281,8,1997-04-14,monthly,Mlada Boleslav
1284,55,1997-07-02,monthly,Brno - venkov
1285,65,1993-06-04,monthly,Znojmo
1287,35,1995-03-04,monthly,Jablonec n. Nisou
1288,11,1993-11-27,monthly,Praha - zapad
1289,72,1996-07-07,monthly,Olomouc
1291,1,1994-07-04,monthly,Hl.m. Praha
1292,3,1994-09-03,monthly,Beroun
1293,40,1996-09-03,monthly,Teplice
1294,71,1994-11-27,monthly,Novy Jicin
1295,15,1994-10-28,monthly,Cesky Krumlov
1296,50,1996-12-02,monthly,Svitavy
1297,70,1993-07-27,monthly,Karvina
1298,7,1996-01-20,monthly,Melnik
1299,1,1993-06-21,monthly,Hl.m. Praha
1301,18,1994-09-15,monthly,Pisek
1302,55,1993-11-21,monthly,Brno - venkov
1303,23,1997-09-08,monthly,Cheb
1304,40,1996-04-27,monthly,Teplice
1305,57,1993-08-25,monthly,Hodonin
1306,1,1995-03-22,monthly,Hl.m. Praha
1307,56,1994-12-05,monthly,Breclav
1308,54,1996-09-25,monthly,Brno - mesto
1309,1,1995-04-15,monthly,Hl.m. Praha
1310,1,1996-02-22,monthly,Hl.m. Praha
1311,60,1996-01-03,monthly,Prostejov
1312,23,1994-10-15,monthly,Cheb
1313,45,1997-10-01,monthly,Jicin
1314,48,1993-12-03,monthly,Rychnov nad Kneznou
1315,13,1995-04-17,monthly,Rakovnik
1316,42,1996-12-13,monthly,Havlickuv Brod
1317,56,1994-02-18,monthly,Breclav
1318,56,1997-12-22,monthly,Breclav
1320,58,1996-11-18,monthly,Jihlava
1321,60,1997-03-27,monthly,Prostejov
1322,17,1993-07-05,monthly,Pelhrimov
1323,43,1996-05-20,monthly,Hradec Kralove
1324,42,1996-11-05,monthly,Havlickuv Brod
1325,26,1996-08-08,monthly,Plzen - mesto
1326,52,1996-11-11,monthly,Usti nad Orlici
1327,65,1994-08-24,monthly,Znojmo
1328,8,1996-05-04,monthly,Mlada Boleslav
1329,53,1996-09-16,monthly,Blansko
1330,68,1996-10-22,monthly,Frydek - Mistek
1331,59,1995-01-03,monthly,Kromeriz
1332,59,1993-03-25,monthly,Kromeriz
1333,21,1994-09-29,monthly,Tabor
1334,74,1993-05-14,monthly,Ostrava - mesto
1335,54,1995-09-21,monthly,Brno - mesto
1336,5,1997-02-26,monthly,Kolin
1337,23,1993-09-01,monthly,Cheb
1338,74,1993-01-11,monthly,Ostrava - mesto
1339,76,1997-07-06,monthly,Sumperk
1340,52,1997-10-28,monthly,Usti nad Orlici
1341,36,1995-11-21,monthly,Liberec
1342,9,1997-10-09,monthly,Nymburk
1345,28,1993-10-19,monthly,Plzen - sever
1346,74,1997-07-01,monthly,Ostrava - mesto
1347,8,1996-11-24,monthly,Mlada Boleslav
1348,55,1997-11-12,monthly,Brno - venkov
1349,75,1996-03-05,monthly,Prerov
1351,40,1996-03-29,monthly,Teplice
1352,1,1994-09-23,monthly,Hl.m. Praha
1353,51,1994-04-21,monthly,Trutnov
1354,31,1997-06-21,monthly,Tachov
1355,1,1997-08-16,monthly,Hl.m. Praha
1356,39,1997-02-01,monthly,Most
1357,56,1995-11-20,monthly,Breclav
1358,39,1996-04-21,monthly,Most
1359,8,1993-12-02,monthly,Mlada Boleslav
1360,71,1994-08-14,monthly,Novy Jicin
1361,46,1996-12-09,monthly,Nachod
1362,1,1996-12-19,monthly,Hl.m. Praha
1363,11,1997-03-23,monthly,Praha - zapad
1365,42,1996-03-15,monthly,Havlickuv Brod
1366,60,1993-02-24,monthly,Prostejov
1367,74,1996-08-20,monthly,Ostrava - mesto
1368,22,1996-12-12,monthly,Domazlice
1369,32,1996-03-23,monthly,Ceska Lipa
1370,52,1996-09-25,monthly,Usti nad Orlici
1371,1,1994-04-27,monthly,Hl.m. Praha
1372,1,1993-03-16,monthly,Hl.m. Praha
1373,47,1993-06-12,monthly,Pardubice
1374,53,1996-09-26,monthly,Blansko
1375,19,1994-04-27,monthly,Prachatice
1376,64,1995-09-20,monthly,Zlin
1377,1,1996-09-25,monthly,Hl.m. Praha
1378,59,1993-03-04,monthly,Kromeriz
1379,47,1997-10-01,monthly,Pardubice
1380,53,1996-02-19,monthly,Blansko
1381,57,1993-11-01,monthly,Hodonin
1382,48,1993-08-03,monthly,Rychnov nad Kneznou
1383,11,1996-04-15,monthly,Praha - zapad
1385,53,1997-05-08,monthly,Blansko
1387,67,1997-01-01,monthly,Bruntal
1388,29,1994-05-02,monthly,Rokycany
